A,G,O,Athelete,M/F,Age,Bib,Swim_Time,Swim_Pace,Swim_A_G_O,Time,Cycle_time,Cycle_speed,Cycle_a_g_o,Time_2,Run_time,Run_pace,Run_a_g_o,Final
11,72,80,Jamie Blunden,M,43,1904,1:09:10,01:47,120 / 489 / 580,05:10,5:01:57,22.26,8 / 58 / 61,02:14,3:35:05,08:12,21 / 106 / 121,9:53:34
12,82,90,Roman Krzyzanowski,M,40,1619,1:03:11,01:38,28 / 169 / 203,07:03,5:04:17,22.08,11 / 72 / 77,04:07,3:38:13,08:19,26 / 122 / 139,9:56:49
13,88,97,Michael Valerio,M,40,1668,1:06:28,01:43,67 / 295 / 356,06:12,5:08:05,21.81,15 / 97 / 103,03:25,3:34:21,08:10,19 / 103 / 117,9:58:29
14,90,99,Ted Breault,M,42,1798,1:09:00,01:47,116 / 471 / 558,05:21,5:22:26,20.84,53 / 226 / 241,03:46,3:19:21,07:36,2 / 45 / 52,9:59:52
15,94,103,Eric Chet,M,43,1914,1:00:30,01:33,18 / 98 / 118,08:13,5:21:51,20.88,49 / 220 / 233,04:19,3:28:36,07:57,12 / 81 / 89,10:03:27
16,95,104,Enrique Sanchez,M,40,85,1:03:05,01:38,27 / 167 / 200,06:26,5:19:22,21.04,39 / 192 / 204,02:22,3:32:29,08:06,16 / 89 / 101,10:03:43
17,103,114,Jay Steele,M,40,1664,1:04:39,01:40,43 / 232 / 279,07:24,5:14:06,21.39,26 / 131 / 140,04:25,3:36:48,08:16,24 / 113 / 129,10:07:21
18,107,118,Jose Negron,M,42,1848,1:06:45,01:43,78 / 328 / 392,06:16,5:18:16,21.11,36 / 176 / 188,04:49,3:33:47,08:09,17 / 97 / 111,10:09:51
19,119,133,Adrian Joye,M,41,1727,1:11:39,01:51,172 / 662 / 779,07:42,5:25:46,20.63,67 / 288 / 306,03:17,3:26:16,07:52,8 / 66 / 74,10:14:39
20,124,138,Julio Montenegro,M,41,1744,1:10:13,01:49,140 / 550 / 647,10:41,5:25:31,20.64,66 / 285 / 302,03:41,3:25:47,07:51,7 / 65 / 73,10:15:52
21,125,139,William Pemberton,M,40,1645,1:00:25,01:33,16 / 93 / 113,06:46,5:44:51,19.49,166 / 615 / 681,02:36,3:21:19,07:41,3 / 51 / 58,10:15:55
22,130,144,JOHN MARSHALL,M,41,1738,1:10:12,01:49,139 / 548 / 645,08:23,5:10:22,21.65,19 / 107 / 115,02:59,3:45:29,08:36,46 / 170 / 193,10:17:23
23,132,146,Ruben Amoriz,M,41,1681,1:06:09,01:42,56 / 271 / 325,07:24,5:26:36,20.58,71 / 303 / 322,04:02,3:34:24,08:11,20 / 104 / 118,10:18:33
24,135,149,Christopher Hahn,M,43,1940,1:13:21,01:53,213 / 788 / 929,09:20,5:25:26,20.65,65 / 283 / 300,03:29,3:28:59,07:58,13 / 82 / 90,10:20:33
25,139,153,Adam Collum,M,40,1584,1:06:03,01:42,55 / 268 / 322,07:27,5:19:31,21.03,40 / 194 / 206,03:21,3:45:10,08:35,45 / 166 / 189,10:21:31
26,140,154,David Lee,M,40,1622,58:12,01:30,7 / 50 / 61,06:35,5:07:04,21.88,14 / 89 / 95,06:40,4:03:32,09:17,104 / 385 / 439,10:22:00
27,151,166,Rich Blaser,M,44,1998,1:01:32,01:35,23 / 129 / 156,08:07,5:13:01,21.47,24 / 120 / 129,04:02,3:57:09,09:03,81 / 297 / 336,10:23:49
28,164,179,Mike Buteau,M,40,1578,1:12:38,01:52,190 / 718 / 846,07:29,5:22:59,20.81,54 / 238 / 253,05:43,3:39:10,08:21,27 / 128 / 145,10:27:58
29,165,180,Bruce English,M,44,2014,1:08:10,01:45,94 / 420 / 498,10:48,5:22:26,20.84,52 / 226 / 241,03:47,3:42:52,08:30,36 / 145 / 165,10:28:01
30,170,187,Stefan Sigtryggsson,M,41,1771,1:06:00,01:42,54 / 266 / 320,05:27,5:34:19,20.1,111 / 435 / 470,03:32,3:39:58,08:23,29 / 131 / 149,10:29:14
31,171,188,Dan Streetman,M,43,1978,1:09:20,01:47,123 / 495 / 587,06:59,5:05:31,22,13 / 79 / 85,03:25,4:04:20,09:19,105 / 391 / 447,10:29:33
32,172,189,Robert Reuther,M,42,93,1:06:22,01:43,63 / 283 / 341,06:38,5:27:55,20.49,78 / 325 / 349,03:56,3:44:49,08:34,44 / 162 / 185,10:29:38
33,173,190,Saul Mishkin,M,40,1636,1:06:27,01:43,65 / 293 / 353,09:43,5:27:24,20.53,75 / 318 / 339,04:41,3:41:31,08:27,31 / 138 / 156,10:29:44
34,175,193,Alvaro Vega,M,43,1983,1:14:41,01:56,236 / 854 / 1010,10:02,5:17:29,21.17,34 / 169 / 180,03:17,3:44:49,08:34,43 / 162 / 185,10:30:17
35,176,194,Jason Macfarlane,M,40,1626,1:07:28,01:44,86 / 375 / 446,11:50,5:36:08,19.99,119 / 460 / 503,08:08,3:26:47,07:53,9 / 67 / 75,10:30:19
36,180,198,Oscar Badilla,M,40,1569,1:18:03,02:01,303 / 1094 / 1311,07:01,5:15:28,21.3,29 / 148 / 158,02:01,3:48:43,08:43,51 / 204 / 229,10:31:15
37,182,200,Jeffrey Conrad,M,41,1700,1:02:48,01:37,26 / 156 / 187,07:42,5:16:45,21.22,31 / 159 / 169,03:27,4:01:07,09:12,96 / 352 / 402,10:31:47
38,184,202,Dean McElwain,M,44,2928,1:03:47,01:39,35 / 207 / 248,06:41,5:23:48,20.75,58 / 255 / 270,03:26,3:54:29,08:56,69 / 264 / 298,10:32:09
39,185,203,Christopher Park,M,42,1857,1:10:34,01:49,153 / 585 / 688,09:44,5:23:58,20.74,60 / 259 / 275,05:10,3:42:47,08:30,35 / 144 / 164,10:32:12
40,186,204,Jonathan Hinkle,M,40,1610,1:10:10,01:49,138 / 543 / 640,05:41,5:16:29,21.23,30 / 158 / 168,03:03,3:57:08,09:03,80 / 296 / 335,10:32:29
41,187,205,Jose Buscaglia,M,40,1577,1:07:26,01:44,85 / 373 / 444,08:35,5:21:56,20.87,50 / 222 / 235,04:20,3:50:36,08:48,57 / 222 / 250,10:32:51
42,198,218,Pete Strawser,M,43,1977,1:13:57,01:54,221 / 818 / 967,08:16,5:26:21,20.59,70 / 299 / 317,05:12,3:42:22,08:29,33 / 143 / 162,10:36:07
43,200,221,Dwayne Holland,M,44,2024,1:04:23,01:40,40 / 223 / 269,05:45,5:23:53,20.75,59 / 257 / 273,05:03,3:57:22,09:03,83 / 302 / 343,10:36:25
44,204,226,Ibere Assis Junior,M,40,1567,1:00:23,01:33,15 / 92 / 112,06:23,5:29:10,20.42,84 / 344 / 370,02:41,3:58:33,09:06,89 / 316 / 360,10:37:07
45,209,231,Marc Arseneau,M,43,1900,1:02:03,01:36,25 / 141 / 169,07:20,5:26:43,20.57,72 / 306 / 325,03:49,3:58:04,09:05,86 / 311 / 353,10:37:56
46,219,241,Robert Blowers,M,41,1687,1:06:41,01:43,75 / 321 / 383,07:02,5:08:43,21.77,17 / 101 / 107,05:31,4:11:02,09:34,124 / 463 / 539,10:38:57
47,220,242,Toralf Peters,M,42,1861,1:06:17,01:42,59 / 277 / 334,06:03,5:17:00,21.2,32 / 163 / 174,05:13,4:04:30,09:19,107 / 395 / 451,10:39:01
48,222,244,Jesse Bruff,M,43,1909,1:05:28,01:41,50 / 252 / 305,09:22,5:23:30,20.77,56 / 245 / 260,07:48,3:53:23,08:54,66 / 255 / 287,10:39:29
49,225,248,Diego Martinez,M,43,1954,1:12:54,01:53,196 / 745 / 878,11:57,5:19:34,21.03,42 / 196 / 208,04:58,3:51:02,08:49,58 / 227 / 255,10:40:22
50,231,256,Allen Wade,M,40,1670,1:10:18,01:49,142 / 561 / 659,08:01,5:49:02,19.25,186 / 685 / 768,05:48,3:27:59,07:56,10 / 76 / 84,10:41:07
51,235,261,Giles Chick,M,41,1698,1:13:45,01:54,217 / 808 / 955,08:52,5:35:47,20.01,118 / 456 / 497,06:40,3:36:32,08:15,22 / 110 / 125,10:41:34
52,238,264,David Martin,M,43,1953,1:11:48,01:51,177 / 674 / 792,09:50,5:17:26,21.17,33 / 168 / 179,05:50,3:57:17,09:03,82 / 299 / 340,10:42:09
53,240,266,Christopher Hicks,M,44,2023,1:12:52,01:53,194 / 741 / 874,11:19,5:30:06,20.36,87 / 362 / 391,06:04,3:42:00,08:28,32 / 140 / 158,10:42:18
54,241,267,Ali Tabbal,M,43,90,1:07:57,01:45,91 / 403 / 477,06:38,5:11:35,21.57,22 / 114 / 122,03:49,4:12:24,09:38,134 / 482 / 566,10:42:21
55,242,268,Jacinto Fernandez,M,40,1599,1:07:56,01:45,90 / 401 / 475,08:19,5:47:28,19.34,178 / 663 / 737,06:42,3:32:14,08:06,15 / 88 / 99,10:42:37
56,246,273,Carlos Galvao,M,42,2919,57:18,01:29,4 / 38 / 48,06:42,4:58:34,22.51,5 / 43 / 45,04:01,4:37:35,10:35,234 / 826 / 998,10:44:08
57,250,277,Francisco Fernandez-Posse,M,41,1711,1:01:27,01:35,21 / 125 / 152,06:55,5:21:24,20.91,47 / 216 / 228,04:59,4:09:42,09:31,116 / 443 / 514,10:44:25
58,251,278,John Chandler,M,40,1583,1:20:29,02:05,351 / 1242 / 1495,11:13,5:19:31,21.03,41 / 194 / 206,05:42,3:47:46,08:41,49 / 188 / 213,10:44:39
59,258,287,Luiz Henrique Martini,M,44,2925,1:01:04,01:34,19 / 106 / 130,08:28,5:18:33,21.1,37 / 179 / 191,04:39,4:13:06,09:39,137 / 494 / 579,10:45:49
60,259,288,Private,M,42,1791,1:08:45,01:46,107 / 455 / 537,09:10,5:31:04,20.3,90 / 379 / 410,05:09,3:51:52,08:51,62 / 237 / 266,10:45:57
61,263,292,DEAN PAPPAS,M,40,1642,1:11:41,01:51,173 / 664 / 781,06:45,5:15:02,21.33,28 / 143 / 153,02:51,4:10:17,09:33,118 / 448 / 521,10:46:34
62,265,294,Mark Freid,M,44,2016,1:13:07,01:53,206 / 769 / 904,09:17,5:23:37,20.77,57 / 248 / 263,04:11,3:56:27,09:01,77 / 285 / 323,10:46:38
63,268,297,Jim Larweth,M,42,1835,1:17:51,02:00,298 / 1079 / 1294,14:39,4:53:18,22.91,2 / 26 / 26,04:24,4:16:41,09:47,146 / 536 / 631,10:46:51
64,272,301,Chipman Collins,M,43,1917,1:08:19,01:46,97 / 432 / 511,09:44,5:37:19,19.92,120 / 469 / 516,04:51,3:47:06,08:40,47 / 183 / 207,10:47:17
65,277,307,Cristian Ulloa,M,44,2068,1:09:08,01:47,119 / 484 / 575,08:14,5:27:57,20.49,79 / 326 / 350,04:18,3:58:37,09:06,92 / 319 / 364,10:48:11
66,278,308,Andy Lowe,M,40,1624,1:12:40,01:52,191 / 721 / 850,11:13,5:21:57,20.87,51 / 223 / 236,06:33,3:55:58,09:00,76 / 280 / 316,10:48:19
67,284,315,BARRY TUCKER,M,41,1778,1:09:47,01:48,128 / 517 / 612,11:21,5:37:36,19.91,122 / 477 / 525,05:45,3:44:32,08:34,41 / 160 / 183,10:48:59
68,290,324,Chris Ratchford,M,40,1647,1:05:47,01:42,52 / 261 / 314,05:33,5:24:12,20.73,62 / 267 / 283,04:25,4:11:02,09:34,123 / 463 / 539,10:50:56
69,293,329,Keith Thompson,M,40,1666,1:11:48,01:51,176 / 674 / 792,08:47,5:43:40,19.55,151 / 582 / 645,04:10,3:43:23,08:31,38 / 150 / 172,10:51:45
70,296,332,Manuel Ponce,M,40,2958,1:10:32,01:49,150 / 583 / 685,09:59,5:32:11,20.23,97 / 402 / 433,03:43,3:55:39,08:59,74 / 275 / 310,10:52:02
71,298,334,Jean-Marc Marchand,M,40,1629,1:10:29,01:49,148 / 580 / 680,10:10,5:23:59,20.74,61 / 261 / 277,06:05,4:01:39,09:13,99 / 360 / 411,10:52:20
72,299,335,William Snellings,M,44,2062,1:08:59,01:47,115 / 470 / 556,14:01,5:21:13,20.92,46 / 213 / 225,05:48,4:02:26,09:15,100 / 366 / 417,10:52:27
73,317,354,Bryan Prushinski,M,42,1865,1:14:39,01:55,234 / 851 / 1006,09:09,5:32:05,20.24,95 / 397 / 428,04:24,3:55:22,08:59,72 / 272 / 306,10:55:38
74,318,355,Anthony Franklin,M,43,1931,1:30:17,02:20,457 / 1595 / 1979,09:56,5:21:33,20.9,48 / 217 / 230,03:46,3:50:10,08:47,56 / 218 / 246,10:55:40
75,321,358,michael stewart,M,44,2064,1:06:26,01:43,64 / 290 / 350,08:41,5:19:36,21.03,43 / 197 / 209,06:22,4:14:51,09:43,140 / 516 / 604,10:55:55
76,323,360,Todd Allen,M,41,1680,1:11:57,01:51,178 / 679 / 798,13:44,5:33:43,20.14,107 / 426 / 461,05:09,3:51:59,08:51,63 / 239 / 268,10:56:30
77,326,363,Patrick O'rourke,M,43,1960,1:08:44,01:46,106 / 454 / 536,09:48,5:43:33,19.56,150 / 581 / 644,05:41,3:49:21,08:45,54 / 209 / 235,10:57:06
78,334,372,Adrian Matthews,M,44,2037,1:04:27,01:40,41 / 227 / 273,06:20,5:35:41,20.02,116 / 454 / 493,03:10,4:08:19,09:28,113 / 431 / 499,10:57:55
79,341,380,Douglas Rastatter,M,42,1868,1:11:58,01:51,179 / 681 / 800,09:53,5:39:28,19.8,130 / 515 / 568,05:18,3:53:36,08:54,67 / 257 / 291,11:00:11
80,342,381,Raymond Pelelas,M,42,1860,1:18:16,02:01,305 / 1109 / 1329,09:58,5:28:35,20.45,80 / 333 / 358,05:10,3:58:35,09:06,91 / 318 / 363,11:00:32
81,344,383,Robert Denney,M,40,1589,1:03:35,01:38,34 / 199 / 238,08:22,5:33:13,20.17,105 / 418 / 451,04:06,4:11:41,09:36,129 / 473 / 554,11:00:55
82,346,385,Andy Kossen,M,41,1731,1:17:04,01:59,285 / 1021 / 1223,12:41,5:32:13,20.23,99 / 405 / 436,04:11,3:55:08,08:58,71 / 271 / 305,11:01:14
83,348,387,dennis baltzell,M,41,1684,1:12:57,01:53,197 / 752 / 885,08:27,5:50:40,19.16,193 / 712 / 800,05:23,3:43:57,08:32,40 / 155 / 178,11:01:22
84,353,395,Richard Nevlander,M,43,2930,1:08:29,01:46,101 / 444 / 524,09:33,5:13:29,21.44,25 / 122 / 131,05:44,4:25:05,10:07,182 / 641 / 763,11:02:18
85,364,409,Matthew Kresge,M,42,1834,1:08:52,01:46,111 / 462 / 545,06:37,5:57:39,18.79,237 / 855 / 963,02:57,3:48:33,08:43,50 / 199 / 224,11:04:37
86,370,415,BRIAN COMISKEY,M,42,1800,1:12:05,01:51,183 / 688 / 809,11:18,5:14:48,21.35,27 / 137 / 147,06:59,4:20:34,09:56,164 / 587 / 694,11:05:42
87,373,418,Scott Cohen,M,42,1799,1:10:55,01:50,160 / 615 / 723,10:37,5:29:28,20.4,85 / 352 / 380,04:05,4:11:10,09:35,126 / 466 / 543,11:06:14
88,377,422,Michael Hoskins,M,41,1723,1:23:14,02:09,389 / 1359 / 1661,10:19,5:24:43,20.69,63 / 276 / 292,05:31,4:02:57,09:16,101 / 370 / 421,11:06:41
89,379,425,Charles Denny,M,43,1921,1:04:28,01:40,42 / 228 / 274,09:04,5:32:11,20.23,98 / 402 / 433,07:42,4:13:33,09:40,138 / 499 / 586,11:06:56
90,382,429,Thomas Kilmurry,M,40,1617,1:09:02,01:47,117 / 475 / 563,10:24,5:44:36,19.5,161 / 606 / 672,05:09,3:58:20,09:05,88 / 314 / 357,11:07:30
91,384,432,Blaine Dayries,M,42,1807,1:06:35,01:43,72 / 309 / 371,12:31,5:38:54,19.83,125 / 503 / 553,05:46,4:04:27,09:19,106 / 394 / 450,11:08:11
92,385,433,Marc Robards,M,40,1650,1:13:16,01:53,210 / 780 / 918,11:21,5:46:34,19.39,173 / 641 / 712,04:50,3:52:22,08:52,64 / 242 / 273,11:08:21
93,386,434,Christopher Salisbury,M,42,1879,1:13:04,01:53,203 / 765 / 900,09:21,5:43:22,19.57,149 / 579 / 642,04:52,3:57:54,09:04,85 / 308 / 350,11:08:32
94,387,435,Ralph Dressler,M,43,1923,1:19:39,02:03,336 / 1202 / 1441,09:20,5:11:12,21.59,21 / 112 / 120,04:24,4:24:20,10:05,179 / 630 / 749,11:08:52
95,394,444,Richard Vanlangendonck,M,41,1780,1:06:18,01:43,61 / 279 / 336,10:13,5:44:38,19.5,163 / 609 / 675,07:22,4:00:52,09:11,95 / 347 / 396,11:09:21
96,395,446,Chad Lucius,M,40,1625,1:15:14,01:56,250 / 883 / 1051,08:42,5:30:34,20.33,89 / 369 / 398,04:47,4:10:22,09:33,119 / 450 / 523,11:09:37
97,396,447,Uwe Parl,M,42,1859,1:10:58,01:50,162 / 618 / 726,10:00,5:32:01,20.24,94 / 396 / 427,05:17,4:11:37,09:36,127 / 471 / 550,11:09:51
98,405,458,Eduardo Cardenas,M,43,1910,1:34:12,02:26,493 / 1688 / 2124,08:57,5:26:08,20.61,69 / 295 / 313,08:12,3:54:19,08:56,68 / 263 / 297,11:11:45
99,406,459,Brian Schott,M,40,1660,1:17:09,01:59,287 / 1024 / 1228,11:11,5:51:19,19.13,197 / 721 / 812,08:48,3:43:24,08:31,39 / 151 / 173,11:11:49
100,410,463,Joey Rivera,M,44,2055,1:06:44,01:43,77 / 326 / 388,13:34,5:43:56,19.54,155 / 589 / 653,07:10,4:01:27,09:12,97 / 358 / 409,11:12:48
101,414,468,Eric Kahl,M,40,1613,1:01:27,01:35,22 / 125 / 152,07:29,5:42:36,19.61,141 / 561 / 621,04:09,4:17:55,09:50,151 / 550 / 649,11:13:34
102,418,472,Garry Battaglia,M,40,1570,1:06:31,01:43,69 / 303 / 365,08:13,5:30:29,20.33,88 / 367 / 396,05:50,4:22:57,10:02,172 / 613 / 724,11:13:57
103,423,478,Kevin Cox,M,42,1802,1:10:31,01:49,149 / 582 / 682,14:01,5:40:18,19.75,134 / 526 / 581,06:38,4:03:05,09:16,103 / 374 / 426,11:14:32
104,432,489,John Matthews,M,43,1955,1:06:17,01:42,60 / 277 / 334,06:14,5:25:20,20.66,64 / 279 / 296,03:12,4:35:56,10:31,228 / 804 / 963,11:16:57
105,437,497,Andrew Rosenman,M,42,1875,1:12:52,01:53,195 / 741 / 874,06:54,5:31:49,20.25,93 / 392 / 423,04:39,4:22:12,10:00,169 / 606 / 714,11:18:24
106,448,510,Josh Hartman,M,40,1609,1:11:46,01:51,174 / 671 / 789,09:10,6:01:41,18.58,257 / 929 / 1051,09:01,3:49:02,08:44,53 / 208 / 234,11:20:39
107,454,516,Ed Elsner,M,42,1812,1:12:30,01:52,188 / 710 / 838,13:42,5:35:15,20.04,115 / 450 / 489,09:49,4:10:37,09:33,122 / 455 / 528,11:21:51
108,464,526,Brian Richard,M,44,2053,1:15:51,01:57,263 / 932 / 1111,13:45,5:39:13,19.81,128 / 510 / 562,04:52,4:10:08,09:32,117 / 446 / 517,11:23:47
109,466,528,Todd Fiske,M,41,1712,1:03:33,01:38,33 / 196 / 234,08:11,5:26:04,20.61,68 / 294 / 312,05:15,4:41:17,10:44,252 / 876 / 1065,11:24:18
110,473,538,Bret Anderson,M,43,1899,1:20:08,02:04,347 / 1227 / 1474,17:10,5:39:04,19.82,127 / 507 / 558,11:04,3:57:50,09:04,84 / 307 / 349,11:25:15
111,474,539,Patrick Chapin,M,44,2004,1:06:11,01:42,57 / 273 / 329,10:42,5:56:53,18.83,231 / 840 / 946,05:58,4:05:34,09:22,110 / 406 / 465,11:25:16
112,478,545,Duane Rorie,M,42,1874,1:14:59,01:56,244 / 869 / 1029,10:56,6:02:08,18.56,262 / 938 / 1063,05:50,3:51:46,08:50,61 / 234 / 263,11:25:38
113,479,546,Kevin Mietlicki,M,44,2040,1:11:47,01:51,175 / 673 / 791,12:23,5:34:48,20.07,114 / 443 / 480,07:45,4:19:02,09:53,158 / 564 / 666,11:25:43
114,482,551,Jeff Smith,M,44,2061,1:19:42,02:03,340 / 1206 / 1448,15:15,5:44:02,19.53,156 / 593 / 657,05:29,4:01:38,09:13,98 / 359 / 410,11:26:05
115,484,553,Charles Hollinger Iii,M,42,1827,1:16:11,01:58,268 / 956 / 1141,13:08,5:32:25,20.22,100 / 406 / 439,06:24,4:18:04,09:51,153 / 554 / 653,11:26:09
116,487,556,Owen Kenny,M,43,1948,1:06:35,01:43,71 / 309 / 371,07:40,5:33:10,20.17,103 / 416 / 449,04:16,4:34:45,10:29,222 / 779 / 933,11:26:24
117,489,558,Ted Gruener,M,42,1820,1:17:28,02:00,292 / 1049 / 1257,11:08,5:39:34,19.79,132 / 519 / 572,08:43,4:09:40,09:31,115 / 442 / 513,11:26:31
118,501,575,Jon Miles,M,40,1635,1:11:26,01:50,170 / 654 / 768,11:19,5:34:15,20.1,110 / 434 / 469,05:37,4:26:22,10:10,188 / 659 / 787,11:28:57
119,507,581,Leopoldo Rivas,M,44,2054,1:06:28,01:43,66 / 295 / 356,10:01,5:56:29,18.85,227 / 836 / 941,05:05,4:12:14,09:37,133 / 480 / 564,11:30:15
120,509,583,Lee Rebodos,M,43,1963,1:26:14,02:13,424 / 1475 / 1814,11:49,5:50:51,19.15,196 / 718 / 807,07:07,3:54:30,08:57,70 / 265 / 299,11:30:30
121,518,595,David Ryan,M,41,1763,1:15:49,01:57,262 / 927 / 1106,09:05,5:28:47,20.44,82 / 337 / 362,03:33,4:35:15,10:30,226 / 788 / 944,11:32:27
122,519,596,Garett Schreier,M,40,1661,1:13:03,01:53,202 / 763 / 898,09:07,5:32:51,20.19,102 / 409 / 442,05:27,4:32:04,10:23,208 / 733 / 870,11:32:30
123,522,600,Daniel Wesley,M,41,1782,1:08:31,01:46,102 / 445 / 525,09:44,5:42:52,19.6,145 / 567 / 627,05:18,4:26:45,10:10,189 / 665 / 793,11:33:08
124,523,602,Paulo Santos,M,40,1657,1:09:49,01:48,130 / 519 / 614,09:02,5:49:35,19.22,189 / 697 / 781,06:55,4:18:38,09:52,156 / 559 / 661,11:33:58
125,528,608,Michael Harris,M,44,2022,1:16:31,01:58,276 / 979 / 1170,15:41,5:56:51,18.83,230 / 839 / 945,06:53,3:58:48,09:06,93 / 321 / 366,11:34:43
126,534,617,Pete Michell,M,40,1634,1:00:25,01:33,17 / 93 / 113,05:13,6:07:05,18.31,294 / 1041 / 1191,03:14,4:19:40,09:54,160 / 570 / 674,11:35:37
127,541,624,Joey Latulippe,M,42,1836,1:06:41,01:43,76 / 321 / 383,08:27,5:40:41,19.73,136 / 530 / 585,10:52,4:30:04,10:18,202 / 711 / 846,11:36:42
128,545,628,Will Fisher,M,40,1600,59:44,01:32,12 / 73 / 90,08:09,5:28:39,20.45,81 / 334 / 359,02:50,4:57:29,11:21,310 / 1083 / 1327,11:36:50
129,548,633,Mark Downie,M,41,1705,1:17:53,02:00,300 / 1082 / 1297,09:42,5:33:30,20.15,106 / 422 / 456,06:26,4:29:42,10:17,199 / 704 / 839,11:37:11
130,556,642,Greg Almond,M,40,1562,1:13:01,01:53,200 / 760 / 894,07:36,5:20:18,20.98,44 / 203 / 215,02:19,4:55:22,11:16,299 / 1056 / 1291,11:38:34
131,558,645,James Mccreight,M,43,1956,1:04:02,01:39,37 / 212 / 254,11:08,5:43:13,19.58,147 / 575 / 636,08:19,4:32:06,10:23,209 / 735 / 872,11:38:47
132,559,646,Mauricio Linares,M,41,1735,1:09:13,01:47,122 / 493 / 584,08:35,5:53:18,19.02,210 / 770 / 862,08:12,4:19:40,09:54,159 / 570 / 674,11:38:55
133,562,649,John Nguyen,M,40,1638,1:39:54,02:35,515 / 1758 / 2223,09:59,5:27:26,20.52,77 / 319 / 342,04:53,4:16:58,09:48,147 / 541 / 636,11:39:08
134,565,652,Scott Merriott,M,42,1843,1:21:48,02:07,374 / 1305 / 1580,09:59,5:41:34,19.67,138 / 543 / 599,05:43,4:20:24,09:56,163 / 583 / 690,11:39:27
135,566,653,Chris Juall,M,42,1830,1:14:55,01:56,242 / 866 / 1025,12:09,5:44:32,19.5,159 / 604 / 670,06:01,4:21:55,09:59,168 / 602 / 710,11:39:30
136,573,660,Billy Doherty,M,43,1922,1:05:58,01:42,53 / 264 / 318,07:44,5:31:42,20.26,92 / 389 / 420,05:25,4:49:41,11:03,286 / 987 / 1199,11:40:27
137,574,661,Ken Koppenhaver,M,43,1949,57:55,01:29,6 / 45 / 55,06:51,6:03:06,18.51,269 / 957 / 1087,06:30,4:26:08,10:09,187 / 656 / 784,11:40:28
138,577,664,Joe Aschenbrenner,M,42,1788,1:16:30,01:58,274 / 977 / 1168,10:40,5:31:25,20.28,91 / 384 / 415,07:11,4:34:56,10:29,225 / 782 / 937,11:40:40
139,584,671,Trace Lund,M,41,1736,1:44:58,02:43,526 / 1797 / 2286,13:02,5:39:29,19.79,131 / 516 / 569,07:38,3:56:28,09:01,78 / 286 / 324,11:41:34
140,592,681,Mark Smith,M,44,2060,1:10:16,01:49,141 / 552 / 650,10:40,5:32:08,20.23,96 / 399 / 430,06:35,4:42:56,10:47,258 / 896 / 1091,11:42:33
141,599,688,DAVE BRANNON,M,42,1797,1:14:27,01:55,232 / 841 / 995,08:38,5:38:46,19.84,124 / 501 / 551,04:49,4:36:21,10:32,230 / 806 / 970,11:42:59
142,603,693,Paul Pagano,M,42,1853,1:17:03,01:59,284 / 1019 / 1221,15:23,6:00:42,18.63,252 / 911 / 1029,05:16,4:04:55,09:20,109 / 401 / 459,11:43:17
143,606,696,Keith Hazelton,M,43,1942,1:21:35,02:06,368 / 1293 / 1564,11:23,5:53:32,19.01,214 / 778 / 871,04:51,4:12:11,09:37,132 / 479 / 563,11:43:29
