A,G,O,Athelete,M/F,Age,Bib,Swim_Time,Swim_Pace,Swim_A_G_O,Time,Cycle_time,Cycle_speed,Cycle_a_g_o,Time_2,Run_time,Run_pace,Run_a_g_o,Final
19,141,159,Jeff Heisler,M,40,-,1:12:17,01:54,70 / 355 / 431,,5:09:00,21.72,13 / 104 / 116,,4:09:03,09:29,30 / 153 / 179,10:30:20
20,144,163,Joseph Hammes,M,40,-,1:13:54,01:56,76 / 383 / 472,,5:22:39,20.8,28 / 172 / 192,,3:55:05,08:57,16 / 106 / 127,10:31:38
21,163,186,Carsten Einfeld,M,40,-,1:00:58,01:36,25 / 151 / 168,,5:12:25,21.48,16 / 121 / 137,,4:28:23,10:14,44 / 222 / 267,10:41:46
22,165,188,Peter Randall,M,40,-,1:01:39,01:37,29 / 167 / 186,,5:35:11,20.02,40 / 245 / 273,,4:06:37,09:24,25 / 141 / 167,10:43:27
23,166,190,Wayne Steer,M,40,-,1:02:36,01:38,32 / 180 / 204,,5:19:08,21.03,25 / 159 / 177,,4:22:17,10:00,39 / 198 / 235,10:44:01
24,172,196,Rob Mander,M,40,-,1:13:50,01:56,75 / 381 / 470,,5:31:18,20.26,33 / 222 / 246,,4:01:11,09:11,21 / 124 / 147,10:46:19
25,174,198,Douglas Wadkins,M,40,-,1:20:41,02:07,108 / 483 / 599,,5:06:09,21.92,12 / 89 / 98,,4:20:01,09:54,37 / 188 / 222,10:46:51
26,178,202,Philippe Denat,M,40,-,1:08:08,01:47,56 / 290 / 344,,5:34:37,20.06,39 / 241 / 269,,4:05:05,09:20,24 / 133 / 157,10:47:50
27,180,204,Andreas Brand,M,40,-,56:15,01:28,5 / 58 / 65,,5:28:20,20.44,30 / 204 / 226,,4:23:43,10:03,40 / 206 / 245,10:48:18
28,183,208,Jerome Davidson,M,40,-,1:16:05,02:00,88 / 418 / 517,,4:57:41,22.54,10 / 60 / 63,,4:36:51,10:33,51 / 247 / 299,10:50:37
29,186,211,Christopher Toia,M,40,-,1:05:44,01:43,43 / 240 / 278,,5:35:24,20.01,41 / 246 / 274,,4:11:08,09:34,32 / 163 / 189,10:52:16
30,188,213,Private,M,40,-,59:21,01:33,18 / 128 / 143,,5:16:14,21.22,22 / 140 / 157,,4:38:06,10:36,52 / 252 / 304,10:53:41
31,189,214,Gregor Mitchell,M,40,-,1:02:15,01:38,31 / 172 / 194,,5:43:56,19.51,56 / 292 / 331,,4:07:46,09:26,27 / 146 / 172,10:53:57
32,196,222,Brent Schleppe,M,40,-,1:07:31,01:46,54 / 276 / 325,,5:33:03,20.15,34 / 233 / 259,,4:16:54,09:47,34 / 181 / 212,10:57:28
33,200,226,Richard Webster,M,40,-,1:16:41,02:01,96 / 430 / 533,,5:44:01,19.51,57 / 293 / 332,,3:59:32,09:08,20 / 122 / 145,11:00:14
34,206,234,Donny Everest,M,40,-,58:22,01:32,13 / 100 / 111,,5:46:25,19.37,62 / 317 / 357,,4:18:24,09:51,36 / 186 / 219,11:03:11
35,207,235,Gerald Wouts,M,40,-,1:04:51,01:42,39 / 221 / 256,,5:15:04,21.3,19 / 133 / 149,,4:44:44,10:51,59 / 275 / 339,11:04:39
36,216,247,Hirotsugu Matsuoka,M,40,-,1:12:06,01:53,68 / 350 / 425,,5:37:12,19.9,44 / 252 / 280,,4:21:22,09:58,38 / 194 / 230,11:10:40
37,223,255,Bernd Schollmayer,M,40,-,1:17:04,02:01,97 / 437 / 541,,5:49:01,19.23,68 / 342 / 387,,4:08:49,09:29,29 / 152 / 178,11:14:54
38,224,256,Andrew Bilsdon,M,40,-,1:16:41,02:01,95 / 430 / 533,,5:48:27,19.26,66 / 338 / 380,,4:10:28,09:33,31 / 158 / 184,11:15:36
39,227,261,Darron Jackson,M,40,-,1:15:14,01:58,83 / 404 / 498,,5:44:55,19.46,59 / 306 / 345,,4:16:32,09:46,33 / 180 / 211,11:16:41
40,234,269,Gunnar Schaefer,M,40,-,1:05:06,01:42,42 / 229 / 265,,5:50:51,19.13,72 / 358 / 404,,4:26:14,10:09,42 / 218 / 259,11:22:11
41,235,270,Larry Cohen,M,40,-,57:59,01:31,9 / 83 / 92,,5:43:16,19.55,55 / 286 / 323,,4:41:00,10:42,56 / 267 / 323,11:22:15
42,238,273,Bevan Warner,M,40,-,58:29,01:32,14 / 110 / 121,,5:36:35,19.94,43 / 250 / 278,,4:48:32,11:00,65 / 289 / 360,11:23:36
43,246,284,Shane Stevenson,M,40,-,1:16:36,02:00,93 / 428 / 530,,6:12:05,18.04,103 / 452 / 544,,3:57:47,09:04,18 / 113 / 136,11:26:28
44,249,287,Dougal Burton,M,40,-,56:12,01:28,4 / 57 / 64,,5:33:31,20.12,37 / 237 / 265,,4:57:40,11:21,76 / 320 / 402,11:27:23
45,253,291,Burkhard Baier,M,40,-,1:20:25,02:06,107 / 480 / 595,,6:05:27,18.36,92 / 426 / 499,,4:02:12,09:14,23 / 128 / 151,11:28:04
46,254,292,Alan Kuipers-Chan,M,40,-,59:14,01:33,17 / 125 / 139,,4:53:15,22.88,7 / 42 / 45,,5:35:47,12:48,106 / 447 / 554,11:28:16
47,255,293,Trevor Sellers,M,40,-,1:18:40,02:04,103 / 460 / 569,,5:44:43,19.47,58 / 301 / 340,,4:24:59,10:06,41 / 213 / 253,11:28:22
48,256,295,Olivier Chopin,M,40,-,1:01:02,01:36,26 / 154 / 172,,5:33:48,20.1,38 / 239 / 267,,4:54:18,11:13,71 / 312 / 390,11:29:08
49,262,303,Stefano Massa,M,40,-,1:03:43,01:40,36 / 203 / 233,,5:41:45,19.64,52 / 277 / 312,,4:46:56,10:56,63 / 283 / 350,11:32:24
50,265,309,Ashley Wilson,M,40,-,1:06:31,01:45,47 / 253 / 296,,5:37:17,19.9,45 / 253 / 281,,4:49:22,11:02,66 / 294 / 365,11:33:10
51,270,315,Alan Barber,M,40,-,1:15:30,01:59,85 / 406 / 501,,5:47:42,19.3,64 / 332 / 372,,4:31:29,10:21,47 / 230 / 276,11:34:41
52,271,316,Michi Hange,M,40,-,1:13:58,01:56,78 / 385 / 474,,5:50:41,19.14,70 / 355 / 401,,4:30:15,10:18,46 / 227 / 273,11:34:54
53,286,335,Scott Braby,M,40,-,57:26,01:30,8 / 73 / 81,,5:56:54,18.8,80 / 392 / 449,,4:46:20,10:55,62 / 282 / 348,11:40:40
54,288,337,James WHITE,M,40,-,1:01:17,01:36,27 / 158 / 176,,5:36:09,19.96,42 / 247 / 275,,5:03:31,11:34,80 / 336 / 422,11:40:57
55,289,339,Andrew Carr,M,40,-,1:23:35,02:11,114 / 507 / 631,,5:45:05,19.45,60 / 309 / 348,,4:32:30,10:23,48 / 233 / 280,11:41:10
56,303,360,Barry Turner,M,40,-,1:11:06,01:52,63 / 338 / 406,,5:39:02,19.79,48 / 264 / 292,,5:01:30,11:29,78 / 327 / 412,11:51:38
57,305,363,Michael Parrotte (Ironnerd),M,40,-,1:13:56,01:56,77 / 384 / 473,,6:04:22,18.42,91 / 417 / 489,,4:34:05,10:27,50 / 240 / 290,11:52:23
58,307,365,Matt Nebel,M,40,-,1:32:00,02:25,125 / 552 / 696,,5:42:35,19.59,54 / 282 / 319,,4:38:55,10:38,53 / 255 / 307,11:53:30
59,314,373,David Kimmel,M,40,-,1:14:28,01:57,81 / 394 / 485,,5:51:18,19.1,74 / 361 / 407,,4:50:36,11:04,67 / 299 / 370,11:56:22
60,316,376,Gary Christie,M,40,-,1:07:18,01:46,50 / 272 / 319,,5:45:06,19.45,61 / 310 / 349,,5:04:55,11:37,81 / 340 / 427,11:57:19
61,319,379,Gregory Voigt,M,40,-,1:20:44,02:07,109 / 486 / 602,,5:54:38,18.92,77 / 381 / 436,,4:42:52,10:47,57 / 271 / 330,11:58:14
62,320,382,Adrian DARCY,M,40,-,1:08:46,01:48,58 / 305 / 360,,5:37:33,19.88,46 / 256 / 284,,5:13:00,11:56,89 / 369 / 462,11:59:19
63,325,392,Sterling Ashbee,M,40,-,1:23:42,02:12,116 / 509 / 633,,5:25:59,20.59,29 / 189 / 210,,5:12:28,11:54,88 / 367 / 460,12:02:09
64,336,406,Michael Trimble,M,40,-,1:07:27,01:46,53 / 275 / 323,,5:42:19,19.6,53 / 280 / 317,,5:16:38,12:04,92 / 382 / 480,12:06:24
65,337,407,Wim Timmermans,M,40,-,1:18:30,02:03,102 / 456 / 565,,5:29:58,20.34,32 / 216 / 240,,5:18:15,12:08,95 / 388 / 486,12:06:43
66,338,408,Colin WILLIAMS,M,40,-,1:22:04,02:09,111 / 496 / 615,,5:33:23,20.13,36 / 236 / 264,,5:11:27,11:52,85 / 364 / 454,12:06:54
67,343,414,Martin Mancheff,M,40,-,1:01:31,01:37,28 / 162 / 181,,5:49:17,19.21,69 / 345 / 390,,5:17:22,12:06,93 / 384 / 482,12:08:10
68,344,416,Enrico Varella,M,40,-,1:31:19,02:24,123 / 548 / 691,,6:07:03,18.28,95 / 430 / 510,,4:30:06,10:18,45 / 226 / 272,12:08:28
69,348,422,Evan Baergen,M,40,-,1:21:44,02:09,110 / 494 / 613,,6:01:31,18.56,86 / 404 / 471,,4:47:42,10:58,64 / 287 / 356,12:10:57
70,353,428,Rob Holmes,M,40,-,1:08:20,01:47,57 / 296 / 350,,6:05:39,18.35,93 / 427 / 502,,4:59:01,11:24,77 / 323 / 406,12:13:00
71,359,437,Nicholas Langford,M,40,-,1:16:32,02:00,92 / 427 / 528,,5:39:34,19.76,50 / 265 / 296,,5:20:08,12:12,96 / 394 / 493,12:16:14
72,363,442,Andrew Hubery,M,40,-,1:06:05,01:44,45 / 248 / 289,,5:40:56,19.68,51 / 273 / 307,,5:30:57,12:37,100 / 433 / 538,12:17:58
73,387,475,Gavin Siviour,M,40,-,1:12:13,01:54,69 / 352 / 428,,6:08:43,18.2,98 / 435 / 520,,5:06:31,11:41,83 / 344 / 433,12:27:27
74,388,476,Darryl Mcgrath,M,40,-,1:15:00,01:58,82 / 399 / 492,,6:18:30,17.73,109 / 475 / 578,,4:54:48,11:14,72 / 314 / 392,12:28:18
75,397,487,Paul Millachip,M,40,-,1:15:35,01:59,86 / 409 / 504,,5:54:36,18.93,76 / 380 / 435,,5:22:18,12:17,98 / 399 / 499,12:32:29
76,398,488,Richard SAUNDERS,M,40,-,1:12:33,01:54,71 / 358 / 437,,6:02:35,18.51,89 / 413 / 482,,5:17:22,12:06,94 / 384 / 482,12:32:30
77,399,489,Mike Griffiths,M,40,-,1:13:15,01:55,72 / 371 / 454,,6:17:48,17.76,106 / 470 / 571,,5:01:34,11:30,79 / 329 / 414,12:32:37
78,404,495,Charlie Eames,M,40,-,1:00:46,01:35,24 / 149 / 166,,5:57:48,18.76,81 / 396 / 453,,5:39:26,12:56,109 / 458 / 566,12:38:00
79,405,496,Michael Bray,M,40,-,1:11:22,01:52,67 / 342 / 415,,5:50:48,19.13,71 / 356 / 402,,5:37:10,12:51,107 / 452 / 559,12:39:20
80,409,501,Michael Johnson,M,40,-,1:17:16,02:02,98 / 440 / 544,,6:38:39,16.83,120 / 535 / 663,,4:45:59,10:54,61 / 281 / 346,12:41:54
81,410,502,Roger Jacques,M,40,-,1:04:59,01:42,41 / 226 / 262,,6:01:45,18.55,88 / 405 / 473,,5:35:12,12:46,105 / 445 / 552,12:41:56
82,412,505,Ian Seymour,M,40,-,1:24:48,02:13,119 / 517 / 644,,6:07:25,18.26,97 / 431 / 514,,5:11:28,11:52,86 / 365 / 455,12:43:41
83,413,506,Mark RENSHAW,M,40,-,1:24:39,02:13,118 / 515 / 642,,5:46:51,19.35,63 / 323 / 363,,5:32:25,12:40,103 / 439 / 545,12:43:55
84,415,509,Jim Helten,M,40,-,1:14:00,01:56,79 / 386 / 475,,5:55:29,18.88,78 / 384 / 441,,5:35:07,12:46,104 / 444 / 551,12:44:36
85,423,518,Michael Ward,M,40,-,1:04:50,01:42,38 / 220 / 255,,6:28:19,17.28,112 / 504 / 617,,5:14:37,11:59,90 / 376 / 471,12:47:46
86,427,525,Ricardo Leal,M,40,-,1:06:48,01:45,48 / 258 / 302,,5:51:17,19.1,73 / 360 / 406,,5:51:33,13:24,111 / 480 / 599,12:49:38
87,433,532,Russell Platts,M,40,-,56:38,01:29,6 / 61 / 68,,4:49:16,23.2,4 / 29 / 29,,7:06:36,16:16,130 / 581 / 733,12:52:30
88,436,536,Murray Williams,M,40,-,1:11:15,01:52,65 / 340 / 410,,6:04:01,18.44,90 / 414 / 486,,5:38:06,12:53,108 / 456 / 564,12:53:22
89,439,539,Mark Sedgwick,M,40,-,1:16:07,02:00,89 / 419 / 518,,5:38:34,19.82,47 / 262 / 290,,6:02:29,13:49,114 / 497 / 623,12:57:10
90,449,551,Laurence Carslake,M,40,-,1:14:21,01:57,80 / 391 / 482,,6:18:16,17.74,108 / 472 / 575,,5:31:24,12:38,102 / 436 / 541,13:04:01
91,467,573,Simon Lai Wo Nip,M,40,-,1:10:41,01:51,62 / 329 / 394,,6:31:57,17.12,115 / 515 / 633,,5:31:02,12:37,101 / 435 / 540,13:13:40
92,468,574,Michael Curtis,M,40,-,1:19:20,02:05,106 / 470 / 581,,6:35:26,16.97,117 / 522 / 646,,5:20:31,12:13,97 / 395 / 494,13:15:17
93,488,601,David O'connell,M,40,-,1:16:08,02:00,90 / 420 / 519,,6:10:58,18.09,102 / 442 / 532,,6:05:52,13:57,116 / 504 / 632,13:32:58
94,493,607,Goh Beng Leong,M,40,-,1:23:38,02:12,115 / 508 / 632,,7:02:35,15.88,128 / 571 / 715,,5:11:11,11:52,84 / 362 / 452,13:37:24
95,501,619,Stephen Blasdale,M,40,-,1:07:13,01:46,49 / 268 / 315,,6:10:43,18.1,101 / 441 / 531,,6:27:25,14:46,122 / 537 / 678,13:45:21
96,516,643,Don Geer,M,40,-,1:37:33,02:34,126 / 569 / 719,,5:56:32,18.82,79 / 391 / 448,,6:23:20,14:37,120 / 530 / 670,13:57:25
97,522,652,Peter Loh,M,40,-,1:24:34,02:13,117 / 514 / 641,,6:43:09,16.65,124 / 543 / 677,,5:57:55,13:38,112 / 490 / 611,14:05:38
98,527,658,Jeff Coombes,M,40,-,1:18:53,02:04,104 / 464 / 573,,6:13:30,17.97,104 / 457 / 551,,6:37:23,15:09,123 / 547 / 689,14:09:46
99,530,661,Edward Ter Wei Kor,M,40,-,1:22:58,02:11,113 / 505 / 627,,6:35:43,16.96,118 / 524 / 648,,6:12:55,14:13,117 / 513 / 647,14:11:36
100,533,664,Steven Rice,M,40,-,1:44:16,02:44,130 / 580 / 737,,6:26:50,17.35,111 / 497 / 609,,6:02:54,13:50,115 / 499 / 625,14:14:00
101,553,696,Jonathan SIMPSON,M,40,-,1:22:10,02:09,112 / 497 / 616,,6:23:26,17.5,110 / 484 / 595,,6:59:49,16:00,128 / 570 / 718,14:45:25
102,556,700,Kok Mun Chee,M,40,-,1:55:04,03:01,132 / 591 / 752,,7:37:42,14.66,132 / 595 / 752,,5:23:00,12:19,99 / 404 / 504,14:55:46
103,562,707,Peter Yabut,M,40,-,1:16:23,02:00,91 / 426 / 527,,7:02:10,15.9,127 / 570 / 714,,6:45:11,15:27,124 / 557 / 703,15:03:44
104,564,709,Joseph Santaromita,M,40,-,1:31:48,02:24,124 / 551 / 694,,7:15:07,15.42,131 / 580 / 730,,6:24:05,14:38,121 / 531 / 672,15:11:00
105,570,715,Brett Boneham,M,40,-,1:15:21,01:58,84 / 405 / 500,,6:37:05,16.9,119 / 527 / 653,,7:22:55,16:53,132 / 588 / 746,15:15:21
106,572,718,Steven Pontifex,M,40,-,1:17:17,02:02,99 / 441 / 545,,6:39:08,16.81,121 / 537 / 665,,7:25:28,16:59,133 / 589 / 747,15:21:53
107,583,736,Aznan OMAR,M,40,-,1:40:26,02:38,128 / 572 / 725,,7:13:56,15.47,130 / 578 / 728,,6:59:07,15:59,127 / 569 / 717,15:53:29
108,597,758,John Shaughnessy,M,40,-,1:59:19,03:08,133 / 594 / 755,,7:42:58,14.5,133 / 596 / 754,,7:05:18,16:13,129 / 579 / 731,16:47:35
109,598,759,Christ Medina,M,40,-,2:12:15,03:28,134 / 598 / 759,,7:01:39,15.92,126 / 568 / 712,,7:36:56,17:25,134 / 593 / 752,16:50:50
