A,G,O,Athelete,M/F,Age,Bib,Swim_Time,Swim_Pace,Swim_A_G_O,Time,Cycle_time,Cycle_speed,Cycle_a_g_o,Time_2,Run_time,Run_pace,Run_a_g_o,Final
43,203,228,Paul MOULTON,M,40,-,1:12:47,01:54,112 / 514 / 572,04:24,5:24:34,20.68,28 / 108 / 115,03:44,4:44:42,10:51,85 / 344 / 424,11:30:13
44,212,237,Marius JOUBERT,M,40,-,1:19:50,02:06,183 / 767 / 890,06:10,5:41:26,19.65,57 / 234 / 253,05:37,4:19:15,09:53,36 / 169 / 204,11:32:20
45,215,240,Thomas VAN HEERDEN,M,40,-,1:03:13,01:39,31 / 166 / 183,08:11,5:57:43,18.76,103 / 421 / 451,08:36,4:15:57,09:45,29 / 154 / 183,11:33:42
46,217,243,Darren SMITH,M,40,-,1:03:59,01:41,38 / 182 / 202,03:03,5:37:13,19.9,46 / 191 / 206,03:20,4:46:51,10:56,89 / 359 / 443,11:34:27
47,218,244,Leo PRINSLOO,M,40,-,1:17:00,02:01,153 / 666 / 753,06:49,5:46:25,19.37,68 / 293 / 314,03:46,4:20:38,09:56,39 / 178 / 215,11:34:38
48,224,254,Michael GARDINER,M,40,-,1:06:05,01:44,55 / 256 / 280,07:12,5:40:47,19.69,54 / 225 / 242,05:29,4:38:00,10:36,78 / 299 / 367,11:37:35
49,226,256,Rick BETTS,M,40,-,1:15:03,01:58,129 / 590 / 662,06:59,5:50:22,19.15,85 / 340 / 363,05:29,4:20:20,09:55,38 / 175 / 212,11:38:15
50,229,260,Eckhardt Visser,M,40,-,1:11:39,01:53,102 / 471 / 518,06:08,5:47:23,19.32,72 / 308 / 329,05:21,4:28:40,10:14,60 / 228 / 279,11:39:12
51,233,265,Lance MAISS,M,40,-,1:16:41,02:01,149 / 651 / 736,08:59,5:44:53,19.46,65 / 273 / 294,05:50,4:24:23,10:04,49 / 197 / 243,11:40:47
52,235,267,Alan Henry,M,40,-,55:56,01:28,2 / 29 / 32,05:33,6:07:30,18.26,129 / 539 / 587,04:50,4:27:58,10:13,58 / 222 / 271,11:41:49
53,237,270,Warren Pye,M,40,-,1:27:26,02:18,231 / 954 / 1115,06:22,5:47:06,19.33,71 / 303 / 324,06:29,4:15:17,09:44,28 / 152 / 181,11:42:42
54,240,273,Nipper RAFFERTY,M,40,-,1:08:01,01:47,64 / 317 / 346,06:18,6:01:27,18.57,114 / 469 / 505,05:12,4:21:59,09:59,43 / 186 / 224,11:42:59
55,253,286,Benoit BERNARD,M,40,-,1:04:16,01:41,41 / 194 / 214,03:36,5:32:40,20.17,39 / 162 / 173,02:53,5:02:05,11:31,119 / 469 / 575,11:45:32
56,257,290,Eckhard SCHOLTZ,M,40,-,1:12:20,01:54,110 / 497 / 552,05:20,6:01:19,18.57,113 / 467 / 502,04:18,4:22:38,10:00,44 / 188 / 227,11:45:58
57,259,293,Angelo Pacheco,M,40,-,1:30:30,02:22,242 / 992 / 1160,06:31,5:58:10,18.74,106 / 427 / 459,03:53,4:07:14,09:25,20 / 114 / 135,11:46:19
58,263,297,Bernard PLAYDON,M,40,-,1:16:44,02:01,151 / 655 / 740,06:21,5:42:19,19.6,59 / 247 / 266,05:40,4:35:38,10:30,72 / 276 / 342,11:46:43
59,268,303,Duncan GRENFELL,M,40,-,1:05:51,01:43,54 / 252 / 275,05:53,5:56:58,18.8,99 / 410 / 439,05:04,4:33:37,10:26,68 / 263 / 324,11:47:24
60,270,307,Andrew HUNT,M,40,-,1:18:39,02:04,170 / 735 / 844,07:05,5:59:03,18.69,107 / 438 / 471,04:47,4:18:17,09:50,33 / 162 / 193,11:47:53
61,287,326,Peter MCLACHLAN,M,40,-,1:03:18,01:39,32 / 167 / 184,07:12,6:02:52,18.49,117 / 486 / 526,07:40,4:31:01,10:20,64 / 243 / 300,11:52:05
62,289,328,Frank BELZ,M,40,-,1:11:43,01:53,103 / 477 / 525,07:53,5:46:59,19.34,70 / 302 / 323,09:12,4:36:29,10:32,73 / 282 / 348,11:52:18
63,291,330,Guy WOOD,M,40,-,56:52,01:29,3 / 37 / 41,04:59,6:07:22,18.27,127 / 537 / 585,05:55,4:37:21,10:34,75 / 292 / 358,11:52:31
64,302,341,Johan PIENAAR,M,40,-,1:09:42,01:50,82 / 395 / 428,06:47,6:07:30,18.26,128 / 539 / 587,05:39,4:25:06,10:06,53 / 203 / 250,11:54:47
65,307,346,Anthony Gouveia,M,40,-,1:10:32,01:51,94 / 427 / 463,13:27,5:44:55,19.46,66 / 274 / 295,15:10,4:31:44,10:21,67 / 249 / 307,11:55:51
66,315,355,Aubrey SYMINGTON,M,40,-,1:02:33,01:38,27 / 142 / 156,04:05,5:27:17,20.5,30 / 123 / 131,04:39,5:18:17,12:08,149 / 593 / 720,11:56:53
67,320,360,Raymond PROUT-JONES,M,40,-,1:08:57,01:48,73 / 358 / 390,04:47,5:35:04,20.03,42 / 173 / 185,10:33,4:58:20,11:22,112 / 443 / 541,11:57:44
68,323,363,John DANN,M,40,-,1:09:52,01:50,86 / 403 / 438,09:25,6:04:46,18.4,122 / 505 / 548,06:46,4:27:05,10:11,56 / 213 / 262,11:57:56
69,332,374,Ralf WÖLMS,M,40,-,57:00,01:30,5 / 43 / 47,02:57,5:54:45,18.92,94 / 388 / 417,06:03,4:58:32,11:23,114 / 448 / 546,11:59:19
70,339,381,Henk DU PLESSIS,M,40,-,1:11:25,01:52,100 / 458 / 502,05:13,5:54:19,18.94,93 / 384 / 412,03:14,4:47:41,10:58,92 / 365 / 450,12:01:54
71,341,385,Douw STEYN,M,40,-,1:04:59,01:42,48 / 225 / 245,07:27,5:44:25,19.48,64 / 268 / 289,05:19,5:01:16,11:29,117 / 466 / 569,12:03:29
72,342,386,Pieter De Bruin,M,40,-,1:10:49,01:51,96 / 434 / 471,03:46,5:57:28,18.77,101 / 417 / 447,04:04,4:47:36,10:58,91 / 364 / 449,12:03:45
73,343,387,David MILLER,M,40,-,1:11:59,01:53,105 / 488 / 537,08:28,6:11:15,18.08,136 / 576 / 631,08:26,4:23:37,10:03,47 / 194 / 237,12:03:48
74,348,393,Luc WESTHOVEN,M,40,-,1:10:04,01:50,88 / 412 / 447,07:30,5:48:15,19.27,78 / 316 / 337,04:27,4:54:56,11:14,102 / 406 / 503,12:05:14
75,350,395,Dean BARCLAY,M,40,-,1:11:02,01:52,99 / 442 / 479,07:47,5:47:25,19.32,73 / 310 / 331,05:10,4:54:03,11:12,99 / 398 / 494,12:05:29
76,359,406,Johan JOOSTE,M,40,-,1:08:30,01:48,67 / 339 / 371,09:01,5:57:15,18.78,100 / 416 / 446,08:50,4:44:16,10:50,84 / 343 / 422,12:07:54
77,374,424,Jonti DANIEL,M,40,-,1:16:42,02:01,150 / 652 / 737,09:01,5:55:16,18.89,95 / 394 / 423,05:48,4:46:15,10:54,88 / 354 / 438,12:13:04
78,376,426,Richard JOUBERT,M,40,-,1:09:19,01:49,80 / 379 / 411,05:53,5:53:45,18.97,92 / 381 / 409,04:16,5:00:01,11:26,116 / 461 / 562,12:13:15
79,392,444,Braydon ETTER,M,40,-,1:08:38,01:48,71 / 347 / 379,10:05,5:55:38,18.87,97 / 397 / 426,08:34,4:54:44,11:14,101 / 403 / 500,12:17:40
80,393,445,Grant EDWARDS,M,40,-,1:19:22,02:05,178 / 755 / 876,07:50,5:59:16,18.68,108 / 440 / 473,04:15,4:47:07,10:56,90 / 361 / 446,12:17:53
81,398,452,Richard LAWRANCE,M,40,-,58:33,01:32,9 / 67 / 72,03:46,5:39:03,19.79,51 / 206 / 222,04:27,5:32:26,12:40,172 / 703 / 849,12:18:16
82,399,453,Trevor MCLEAN-ANDERSON,M,40,-,1:09:12,01:49,79 / 377 / 409,41:53,5:11:40,21.53,10 / 45 / 49,05:34,5:10:29,11:50,133 / 537 / 655,12:18:50
83,406,460,Dave HARRINGTON,M,40,-,1:11:48,01:53,104 / 482 / 530,07:41,6:31:40,17.13,180 / 744 / 827,07:53,4:21:03,09:57,41 / 182 / 219,12:20:07
84,408,462,Deon ALBERTS,M,40,-,1:16:36,02:00,148 / 649 / 733,06:59,6:15:18,17.88,147 / 611 / 672,06:20,4:34:55,10:29,70 / 268 / 332,12:20:10
85,411,465,Luis MENDES,M,40,-,1:13:09,01:55,114 / 528 / 589,03:50,6:04:38,18.4,121 / 502 / 545,02:25,4:57:18,11:20,110 / 428 / 525,12:21:22
86,412,466,Craig SNELLING,M,40,-,1:16:09,02:00,143 / 633 / 715,09:00,5:51:37,19.09,89 / 359 / 385,09:24,4:55:14,11:15,103 / 407 / 504,12:21:25
87,413,467,Henry LUPTON,M,40,-,1:09:09,01:49,78 / 372 / 404,08:02,6:13:43,17.96,140 / 598 / 658,08:36,4:41:54,10:45,81 / 332 / 406,12:21:27
88,414,468,Craig DALLDORF,M,40,-,1:10:00,01:50,87 / 409 / 444,08:23,6:00:56,18.59,112 / 463 / 498,05:44,4:56:26,11:18,106 / 416 / 513,12:21:31
89,415,469,Grant Wolff,M,40,-,1:06:50,01:45,60 / 285 / 311,05:34,6:09:54,18.14,133 / 566 / 618,03:23,4:56:12,11:17,105 / 415 / 512,12:21:55
90,420,474,Fabrizio MORGIA,M,40,-,1:22:36,02:10,196 / 837 / 975,05:23,6:14:03,17.94,143 / 603 / 663,03:30,4:37:11,10:34,74 / 291 / 357,12:22:44
91,437,493,Donald WEIR,M,40,-,1:14:36,01:57,126 / 575 / 643,07:55,5:47:47,19.3,74 / 312 / 333,05:58,5:09:48,11:48,131 / 524 / 641,12:26:06
92,438,494,Shaun BENFIELD,M,40,-,1:03:11,01:39,30 / 164 / 181,02:37,5:14:56,21.31,15 / 59 / 63,03:36,6:01:51,13:47,225 / 924 / 1102,12:26:13
93,439,495,Gerhard PRETORIUS,M,40,-,1:18:31,02:03,169 / 729 / 836,06:09,6:00:13,18.63,109 / 456 / 490,05:16,4:56:35,11:18,107 / 418 / 515,12:26:46
94,441,500,Victor Mcloughlin,M,40,-,1:17:37,02:02,160 / 688 / 782,09:31,5:50:01,19.17,83 / 336 / 358,06:51,5:03:54,11:35,123 / 480 / 590,12:27:57
95,443,504,Mark ALDERMAN,M,40,-,1:10:36,01:51,95 / 429 / 465,10:21,6:00:27,18.62,110 / 458 / 492,08:59,4:58:23,11:22,113 / 445 / 543,12:28:47
96,451,513,Terry Thornton,M,40,-,1:08:39,01:48,72 / 348 / 380,03:20,5:42:54,19.57,62 / 256 / 276,05:29,5:30:38,12:36,166 / 691 / 832,12:31:02
97,455,519,Pierre Loubser,M,40,-,1:15:56,01:59,140 / 621 / 703,06:33,5:45:10,19.44,67 / 279 / 300,07:40,5:17:28,12:06,146 / 585 / 712,12:32:49
98,457,521,Johan Conradie,M,40,-,1:25:31,02:15,217 / 909 / 1060,11:51,5:50:04,19.17,84 / 338 / 360,08:46,4:56:41,11:18,108 / 420 / 517,12:32:55
99,458,522,Barrie Botha,M,40,-,1:26:19,02:16,224 / 930 / 1084,07:21,6:23:03,17.52,162 / 668 / 744,05:32,4:30:43,10:19,62 / 240 / 295,12:33:00
100,469,536,Kyle O’HAHER,M,40,-,1:01:25,01:36,20 / 119 / 131,03:17,5:56:41,18.81,98 / 403 / 432,03:35,5:31:00,12:37,167 / 694 / 836,12:36:00
101,470,537,Andre VAN DER MERWE,M,40,-,1:13:32,01:56,117 / 539 / 600,08:29,6:34:36,17.01,185 / 774 / 863,08:35,4:30:51,10:19,63 / 242 / 298,12:36:05
102,476,544,Dawid NEL,M,40,-,1:08:24,01:48,65 / 329 / 359,06:51,6:05:58,18.34,126 / 517 / 560,05:49,5:10:03,11:49,132 / 530 / 648,12:37:06
103,478,546,Greg FYFE,M,40,-,1:01:51,01:37,24 / 129 / 142,06:50,6:30:32,17.18,173 / 727 / 810,06:04,4:52:16,11:08,98 / 391 / 485,12:37:35
104,479,547,Joe KADWELL,M,40,-,1:16:08,02:00,142 / 632 / 714,08:48,6:25:19,17.42,164 / 685 / 764,04:52,4:42:27,10:46,83 / 336 / 410,12:37:35
105,480,548,Jean-luc AIVALIKLI,M,40,-,1:14:15,01:57,124 / 566 / 631,03:41,5:57:40,18.76,102 / 420 / 450,04:31,5:18:08,12:07,148 / 591 / 718,12:38:17
106,483,551,Craig SAMPSON,M,40,-,1:08:58,01:48,74 / 361 / 393,08:23,5:53:27,18.99,91 / 378 / 406,05:15,5:22:31,12:17,154 / 624 / 753,12:38:35
107,493,564,Mark BILBROUGH,M,40,-,1:10:27,01:51,92 / 425 / 461,04:41,5:48:15,19.27,77 / 316 / 337,04:10,5:34:05,12:44,176 / 718 / 864,12:41:39
108,494,565,Nick DAVIDSON,M,40,-,1:13:25,01:55,115 / 536 / 597,06:37,5:50:28,19.15,86 / 343 / 366,04:58,5:26:19,12:26,156 / 652 / 787,12:41:50
109,503,577,Jose RODRIGUES,M,40,-,1:15:28,01:59,134 / 609 / 685,11:38,6:11:33,18.06,138 / 578 / 633,09:38,4:55:31,11:16,104 / 412 / 509,12:43:49
110,525,602,Grant FANDAM,M,40,-,1:22:45,02:10,199 / 841 / 982,08:15,5:51:48,19.08,90 / 360 / 387,06:35,5:18:58,12:09,151 / 601 / 728,12:48:23
111,526,604,Stef BOSCIA,M,40,-,1:17:15,02:01,157 / 675 / 764,10:18,6:21:38,17.58,156 / 656 / 729,03:17,4:57:10,11:19,109 / 426 / 523,12:49:41
112,532,613,Steve FULLER,M,40,-,1:09:09,01:49,77 / 372 / 404,04:57,5:48:34,19.25,80 / 321 / 342,05:00,5:42:55,13:04,195 / 792 / 953,12:50:38
113,533,614,Pieter Du Plessis,M,40,-,1:21:35,02:08,191 / 817 / 952,15:47,6:10:20,18.12,134 / 568 / 620,09:01,4:54:04,11:12,100 / 399 / 495,12:50:49
114,534,615,Christian STRAESSLE,M,40,-,1:18:56,02:04,172 / 742 / 858,08:41,6:26:24,17.37,167 / 695 / 774,08:20,4:49:05,11:01,94 / 375 / 468,12:51:29
115,535,618,Colin HERTZOG,M,40,-,1:14:07,01:57,121 / 560 / 624,09:56,5:48:17,19.27,79 / 318 / 339,08:29,5:32:00,12:39,168 / 700 / 845,12:52:51
116,540,623,Alberto Riccardi,M,40,-,1:12:55,01:55,113 / 521 / 580,11:18,7:02:36,15.88,223 / 939 / 1076,06:59,4:20:00,09:54,37 / 172 / 208,12:53:50
117,542,625,Mark ATTWOOD,M,40,-,1:11:29,01:52,101 / 461 / 505,05:51,5:38:37,19.82,49 / 201 / 216,09:21,5:48:37,13:17,208 / 847 / 1017,12:53:56
118,553,638,Philip GILES,M,40,-,1:06:49,01:45,59 / 284 / 310,10:28,6:38:21,16.85,195 / 809 / 902,10:30,4:50:55,11:05,95 / 384 / 478,12:57:04
119,556,641,John SEARLE,M,40,-,1:04:55,01:42,47 / 221 / 241,05:01,6:15:13,17.89,146 / 610 / 671,06:00,5:26:21,12:26,157 / 654 / 789,12:57:33
120,559,644,Sean VON ABO,M,40,-,1:03:55,01:40,35 / 180 / 200,08:43,6:01:54,18.54,116 / 477 / 515,09:56,5:33:43,12:43,175 / 715 / 861,12:58:13
121,560,645,Etienne MALAN,M,40,-,1:14:50,01:58,127 / 583 / 652,07:36,5:49:31,19.2,82 / 332 / 354,05:31,5:40:45,12:59,191 / 777 / 935,12:58:14
122,564,649,Jan VIVIERS,M,40,-,1:13:31,01:56,116 / 538 / 599,12:01,6:18:31,17.73,152 / 629 / 696,07:48,5:07:26,11:43,127 / 506 / 621,12:59:20
123,569,654,Wayne MACKENZIE,M,40,-,1:16:25,02:00,146 / 640 / 723,11:33,6:13:51,17.95,142 / 601 / 661,08:12,5:10:51,11:51,135 / 541 / 659,13:00:55
124,577,663,Bill KUBES,M,40,-,1:19:10,02:05,177 / 750 / 870,07:32,6:22:29,17.55,160 / 662 / 738,08:43,5:05:10,11:38,126 / 493 / 605,13:03:06
125,585,672,Conrad Greer,M,40,-,1:18:11,02:03,167 / 714 / 815,06:34,6:29:59,17.21,172 / 720 / 803,07:22,5:04:02,11:35,124 / 481 / 591,13:06:10
126,586,673,Jan NEL,M,40,-,1:09:47,01:50,83 / 399 / 432,06:25,5:41:45,19.64,58 / 240 / 259,06:42,6:01:46,13:47,224 / 922 / 1100,13:06:27
127,592,679,Graham Brooks,M,40,-,1:10:30,01:51,93 / 426 / 462,09:01,6:15:12,17.89,145 / 609 / 670,05:46,5:27:04,12:28,161 / 664 / 801,13:07:36
128,596,684,Gerrie RAUBENHEIMER,M,40,-,1:14:51,01:58,128 / 584 / 653,10:30,6:31:01,17.16,177 / 736 / 819,09:09,5:03:14,11:33,121 / 477 / 584,13:08:47
129,602,690,Paolo CORRA’,M,40,-,1:15:16,01:58,130 / 598 / 673,05:11,5:58:09,18.74,105 / 426 / 458,05:01,5:45:45,13:11,203 / 827 / 991,13:09:24
130,603,691,Peter HAYWARD,M,40,-,1:00:25,01:35,13 / 94 / 103,04:09,5:37:50,19.86,48 / 195 / 210,04:46,6:22:25,14:35,242 / 1007 / 1197,13:09:36
131,606,695,Nicolas Norton,M,40,-,1:29:31,02:21,238 / 983 / 1148,04:33,5:36:20,19.95,43 / 181 / 193,08:39,5:51:28,13:24,213 / 868 / 1040,13:10:33
132,610,700,Hennie ZEELIE,M,40,-,1:31:05,02:23,245 / 999 / 1167,08:13,6:38:22,16.85,196 / 810 / 903,12:25,4:42:18,10:45,82 / 334 / 408,13:12:25
133,612,702,Carl KOTZENBERG,M,40,-,1:04:36,01:42,43 / 201 / 221,08:56,6:05:05,18.38,124 / 510 / 553,16:00,5:38:05,12:53,184 / 753 / 907,13:12:43
134,613,703,Mike De Haast,M,40,-,1:00:54,01:36,16 / 105 / 114,10:17,6:35:13,16.98,188 / 780 / 869,12:11,5:14:14,11:59,140 / 560 / 681,13:12:51
135,619,711,Mike BALDWIN,M,40,-,1:20:36,02:07,186 / 792 / 921,05:52,6:32:07,17.11,183 / 750 / 833,05:14,5:10:30,11:50,134 / 538 / 656,13:14:20
136,624,719,Andre Van Der Westhuizen,M,40,-,1:21:57,02:09,193 / 827 / 963,09:30,6:00:53,18.6,111 / 462 / 497,07:01,5:36:22,12:49,179 / 742 / 891,13:15:46
137,625,720,Leart PETRICK,M,40,-,1:20:58,02:07,190 / 808 / 943,11:06,6:49:23,16.39,211 / 871 / 992,06:18,4:48:00,10:58,93 / 368 / 454,13:15:47
138,626,721,Barend HARMSE,M,40,-,1:23:07,02:11,202 / 856 / 998,10:31,6:35:39,16.96,190 / 784 / 874,08:36,4:58:00,11:21,111 / 439 / 537,13:15:55
139,632,729,Johan Erwee,M,40,-,1:17:14,02:01,156 / 674 / 763,08:00,6:01:51,18.55,115 / 475 / 513,09:10,5:40:40,12:59,190 / 775 / 933,13:16:57
140,636,736,Barend VISSER,M,40,-,1:32:32,02:26,250 / 1014 / 1187,14:00,6:04:52,18.39,123 / 507 / 550,13:44,5:13:00,11:56,138 / 552 / 672,13:18:10
141,642,742,Stef HENNOP,M,40,-,1:05:32,01:43,51 / 238 / 259,10:07,6:07:32,18.26,130 / 541 / 589,09:29,5:46:28,13:12,205 / 830 / 996,13:19:09
142,643,744,Riaan MAREE,M,40,-,1:38:30,02:35,256 / 1057 / 1242,04:07,6:14:16,17.93,144 / 605 / 665,04:31,5:18:18,12:08,150 / 594 / 721,13:19:44
143,644,745,Bruce BICCARD,M,40,-,1:15:33,01:59,136 / 614 / 691,06:58,6:08:58,18.19,132 / 560 / 611,05:14,5:43:13,13:05,196 / 800 / 961,13:19:57
