A,G,O,Athelete,M/F,Age,Bib,Swim_Time,Swim_Pace,Swim_A_G_O,Time,Cycle_time,Cycle_speed,Cycle_a_g_o,Time_2,Run_time,Run_pace,Run_a_g_o,Final
30,150,168,Patrick Henry,M,40,675,52:05,01:20,23 / 83 / 113,05:32,5:54:12,18.97,49 / 197 / 213,02:26,4:20:03,09:55,63 / 195 / 229,11:14:18
31,151,169,Gallegos Juan Carlos Gonzalez,M,40,1327,1:07:25,01:44,142 / 587 / 714,05:18,6:05:53,18.37,69 / 289 / 322,01:25,3:54:40,08:57,26 / 86 / 98,11:14:41
32,155,173,Alvarez Enrique Camps,M,40,537,1:01:47,01:35,80 / 379 / 459,06:15,5:53:34,19.01,47 / 186 / 202,03:24,4:10:49,09:34,47 / 150 / 172,11:15:49
33,163,181,Enriquez Jesus Julian Gallardo,M,40,653,59:06,01:31,60 / 269 / 330,04:09,6:05:42,18.38,68 / 287 / 320,02:41,4:07:21,09:26,42 / 132 / 149,11:18:59
34,165,183,Jason Yohemas,M,40,1842,59:53,01:33,68 / 295 / 362,05:23,5:56:50,18.83,58 / 223 / 244,02:27,4:14:48,09:43,54 / 170 / 197,11:19:21
35,171,190,Mauricio Tena,M,40,304,52:46,01:21,26 / 99 / 130,08:25,5:56:36,18.84,56 / 218 / 238,02:57,4:21:21,09:58,65 / 203 / 238,11:22:05
36,172,191,James Jerry Mayo,M,40,143,1:03:49,01:39,103 / 448 / 538,04:32,5:48:10,19.3,40 / 146 / 159,02:05,4:23:52,10:04,73 / 229 / 271,11:22:28
37,183,206,Andrew Millwee,M,40,1936,58:18,01:30,52 / 229 / 282,08:05,5:41:29,19.68,31 / 110 / 120,06:30,4:31:38,10:22,86 / 285 / 337,11:26:00
38,194,217,Paul Michael Kezmoh,M,40,311,1:09:53,01:48,178 / 665 / 826,10:00,5:46:36,19.39,37 / 135 / 147,10:21,4:12:06,09:37,49 / 157 / 181,11:28:56
39,202,230,Nazariega Rafael Sanchez,M,40,570,1:09:32,01:48,173 / 653 / 810,05:15,6:09:13,18.2,83 / 324 / 363,05:21,4:02:40,09:15,38 / 117 / 133,11:32:01
40,205,233,Kantorovich Allan Chapiro,M,40,492,1:08:06,01:45,148 / 607 / 741,13:49,6:06:27,18.34,72 / 296 / 330,03:21,4:01:40,09:13,37 / 112 / 128,11:33:23
41,215,244,William Michael Hardman,M,40,431,55:34,01:26,39 / 161 / 200,04:19,5:48:13,19.3,41 / 147 / 160,04:09,4:44:31,10:51,123 / 380 / 454,11:36:46
42,216,245,John Constan,M,40,1110,1:09:07,01:47,165 / 639 / 787,05:14,5:45:47,19.43,36 / 133 / 144,02:12,4:34:39,10:28,98 / 310 / 366,11:36:59
43,218,247,Leonardo Osvaldo Marchena,M,40,1694,1:07:05,01:44,136 / 566 / 686,07:26,5:42:51,19.6,33 / 116 / 126,03:54,4:36:07,10:32,101 / 317 / 378,11:37:23
44,219,248,Michael Gordon Ashley James,M,40,992,1:10:09,01:48,180 / 673 / 839,04:10,6:04:53,18.42,65 / 280 / 311,03:39,4:14:46,09:43,53 / 169 / 196,11:37:37
45,220,249,Diaz Luis Rafael Vazquez,M,40,87,1:04:27,01:40,111 / 481 / 578,08:05,6:02:43,18.53,62 / 267 / 294,04:30,4:18:04,09:51,61 / 188 / 221,11:37:49
46,226,257,Azuela Juan Carlos Morales,M,40,480,1:02:36,01:37,86 / 412 / 496,04:41,6:06:40,18.33,74 / 299 / 333,04:08,4:21:27,09:58,67 / 206 / 242,11:39:32
47,228,259,Lopez Adlofo Villa,M,40,1498,1:24:57,02:11,268 / 956 / 1232,06:38,6:14:23,17.95,95 / 378 / 425,02:32,3:51:38,08:50,24 / 74 / 86,11:40:08
48,230,262,Bustillos Ruben Pichardo,M,40,1424,55:25,01:26,37 / 154 / 193,04:08,5:40:01,19.76,29 / 103 / 112,04:02,4:58:08,11:22,146 / 485 / 592,11:41:44
49,232,264,Jose Hernandez,M,40,1791,1:05:47,01:42,121 / 529 / 637,07:33,5:55:33,18.9,55 / 206 / 226,01:47,4:31:51,10:22,88 / 287 / 339,11:42:31
50,238,273,Eguiarte Diego Mora,M,40,225,1:04:50,01:40,116 / 495 / 595,08:06,6:10:30,18.14,86 / 337 / 378,07:48,4:13:05,09:39,51 / 159 / 185,11:44:19
51,246,284,Stanislao Vittorio Pontieri,M,40,805,59:13,01:31,61 / 271 / 333,07:21,6:07:03,18.31,77 / 305 / 339,06:32,4:26:03,10:09,78 / 246 / 292,11:46:12
52,254,293,Sujit Jed Vanichkachorn,M,40,1604,55:37,01:26,40 / 163 / 203,03:18,6:24:36,17.47,122 / 473 / 547,01:27,4:23:06,10:02,69 / 220 / 260,11:48:04
53,255,294,Waters Alfonso Orozco,M,40,1769,1:09:06,01:47,164 / 638 / 786,11:01,6:21:08,17.63,112 / 437 / 503,07:05,3:59:52,09:09,32 / 104 / 119,11:48:12
54,264,304,Hoorde Rene Van,M,40,938,1:08:53,01:47,160 / 633 / 777,05:44,6:04:21,18.44,63 / 276 / 305,03:24,4:29:05,10:16,82 / 268 / 318,11:51:27
55,265,305,Michael Shawn Phillips,M,40,834,1:09:43,01:48,175 / 660 / 820,04:43,6:07:28,18.29,78 / 310 / 344,04:05,4:25:33,10:08,77 / 241 / 286,11:51:32
56,266,306,Paris Menefee,M,40,1055,59:20,01:32,64 / 277 / 341,04:21,6:09:27,18.19,84 / 326 / 365,05:18,4:33:12,10:25,92 / 297 / 349,11:51:38
57,269,309,Suarez Guillermo Fernandez,M,40,1731,57:15,01:28,46 / 208 / 257,06:12,6:11:59,18.07,92 / 355 / 398,02:50,4:33:45,10:26,94 / 301 / 355,11:52:01
58,276,319,Castillo Jsantos Montes,M,40,1903,1:00:42,01:34,76 / 332 / 404,09:01,6:45:05,16.59,174 / 632 / 752,02:32,3:56:21,09:01,27 / 92 / 104,11:53:41
59,284,328,Jason Schneider,M,40,788,1:11:04,01:50,190 / 709 / 885,10:59,6:10:23,18.14,85 / 335 / 376,05:05,4:18:13,09:51,62 / 191 / 224,11:55:44
60,287,331,Vazquez Gabriel Jose Nafarrate,M,40,1892,1:08:57,01:47,162 / 637 / 781,06:05,6:14:32,17.94,96 / 382 / 429,02:21,4:24:12,10:05,74 / 231 / 273,11:56:07
61,290,334,Jade Engel,M,40,413,1:08:09,01:45,150 / 612 / 747,07:41,5:51:04,19.14,43 / 171 / 186,05:27,4:44:10,10:50,121 / 376 / 449,11:56:31
62,296,340,Luis Hernandez,M,40,227,00:00,00:00,5 / 1 / 1,00:00,00:00,0,5 / 1 / 1,00:00,00:00,00:00,5 / 1 / 1,11:57:33
63,303,347,Santos Arturo Williams,M,40,483,58:24,01:30,53 / 236 / 290,05:02,6:20:33,17.66,110 / 434 / 498,02:30,4:33:07,10:25,90 / 295 / 347,11:59:36
64,307,351,Bello Eduardo Gonzalez,M,40,1861,1:04:34,01:40,112 / 487 / 584,04:55,6:25:34,17.43,124 / 480 / 554,03:50,4:21:26,09:58,66 / 205 / 241,12:00:19
65,310,355,Eduardo Carlos Alfaro,M,40,106,56:55,01:28,43 / 197 / 243,06:12,5:49:51,19.21,42 / 162 / 176,04:05,5:04:17,11:36,162 / 522 / 641,12:01:20
66,313,361,Carlos Ramirez,M,40,1633,57:52,01:29,48 / 217 / 266,05:27,6:06:15,18.35,71 / 291 / 324,03:51,4:49:57,11:04,133 / 416 / 503,12:03:22
67,318,367,Javier Cantu,M,40,286,1:04:25,01:40,110 / 478 / 575,06:41,6:10:42,18.13,87 / 338 / 379,02:45,4:39:44,10:40,109 / 343 / 412,12:04:17
68,329,379,Jimbo Simms,M,40,1134,1:02:10,01:36,85 / 398 / 482,04:21,5:51:36,19.11,44 / 173 / 188,03:53,5:06:51,11:42,166 / 540 / 662,12:08:51
69,330,380,Eduardo Cardenas,M,40,89,1:20:54,02:05,255 / 918 / 1177,08:15,6:06:36,18.33,73 / 298 / 332,03:16,4:29:58,10:18,84 / 273 / 324,12:08:59
70,332,382,Mancilla Rafael Figueroa,M,40,451,1:15:14,01:56,221 / 813 / 1031,07:02,6:39:49,16.81,163 / 599 / 710,03:01,4:04:15,09:19,40 / 126 / 142,12:09:21
71,339,393,Salmon Hans Winsnes,M,40,1349,1:03:40,01:38,98 / 442 / 530,07:30,6:27:04,17.36,126 / 492 / 571,05:39,4:27:56,10:13,81 / 262 / 311,12:11:49
72,344,398,Valdes Carlos Esparza,M,40,1385,1:22:42,02:08,259 / 934 / 1202,09:33,6:11:52,18.07,91 / 354 / 396,04:33,4:23:51,10:04,72 / 227 / 269,12:12:31
73,345,399,Barros Ernesto Felix,M,40,1386,1:14:54,01:56,217 / 808 / 1021,06:07,6:28:18,17.31,130 / 504 / 587,02:25,4:20:58,09:57,64 / 202 / 237,12:12:42
74,348,402,Albertini Gustavo Nicolás Kubli,M,40,1431,1:06:22,01:43,129 / 545 / 657,06:01,6:04:48,18.42,64 / 278 / 309,02:51,4:52:54,11:10,137 / 437 / 533,12:12:56
75,358,415,Vallin Victor Hugo Bustamante,M,40,234,1:06:10,01:42,128 / 542 / 653,06:36,6:17:03,17.82,103 / 403 / 459,03:32,4:42:33,10:47,117 / 363 / 433,12:15:54
76,361,419,Humberto Aguilar,M,40,224,1:07:15,01:44,137 / 575 / 697,09:47,6:56:48,16.12,199 / 719 / 862,04:33,3:57:54,09:04,31 / 98 / 112,12:16:17
77,362,420,Schwerzmann Werner Konrath,M,40,1729,1:02:48,01:37,88 / 419 / 503,11:50,6:07:43,18.27,80 / 312 / 346,11:56,4:42:13,10:46,116 / 360 / 430,12:16:30
78,368,430,Pinto Juan Osorio,M,40,1269,1:04:43,01:40,113 / 489 / 587,04:26,6:33:02,17.1,146 / 545 / 637,03:35,4:33:05,10:25,89 / 293 / 345,12:18:51
79,370,432,Daniel Ibanez,M,40,1775,1:05:51,01:42,124 / 532 / 641,09:56,6:41:10,16.75,165 / 607 / 721,06:33,4:15:32,09:45,57 / 177 / 204,12:19:02
80,374,436,Wes Absolom,M,40,993,1:11:03,01:50,189 / 707 / 883,03:32,6:25:05,17.45,123 / 475 / 549,02:24,4:37:44,10:36,106 / 331 / 397,12:19:48
81,382,447,Fuentes Marc Andre,M,40,1864,58:52,01:31,58 / 258 / 318,05:50,6:30:48,17.2,139 / 528 / 616,06:05,4:42:01,10:45,115 / 358 / 428,12:23:36
82,384,449,Cestelos Jose Luis Rodriguez,M,40,421,1:00:37,01:34,75 / 329 / 401,11:53,6:38:42,16.85,158 / 590 / 698,07:36,4:25:22,10:07,76 / 238 / 283,12:24:10
83,385,450,Fonseca Jose Rivera,M,40,1724,1:00:03,01:33,70 / 304 / 372,06:44,6:32:48,17.11,144 / 541 / 633,05:16,4:39:44,10:40,110 / 343 / 412,12:24:35
84,386,451,Garcia Roberto Tellez,M,40,1253,1:08:26,01:46,156 / 621 / 758,05:09,7:08:17,15.69,228 / 807 / 969,14:39,3:48:16,08:42,23 / 61 / 73,12:24:47
85,387,452,Villaseñor Eduardo Dueñas,M,40,1311,56:16,01:27,42 / 187 / 230,05:44,6:21:47,17.6,114 / 444 / 510,05:23,4:55:48,11:17,143 / 464 / 568,12:24:58
86,393,458,Padilla Sergio Arce,M,40,313,1:02:42,01:37,87 / 414 / 498,07:55,6:24:33,17.47,121 / 472 / 546,04:07,4:48:19,11:00,130 / 406 / 490,12:27:36
87,404,470,Rich Soares,M,40,605,1:10:45,01:49,186 / 697 / 868,10:38,6:11:37,18.08,89 / 351 / 392,07:46,4:49:40,11:03,131 / 414 / 500,12:30:26
88,417,483,Alcantara Luis Monterrubio,M,40,105,1:07:19,01:44,139 / 581 / 705,12:15,6:31:48,17.15,141 / 534 / 622,06:56,4:34:31,10:28,97 / 307 / 363,12:32:49
89,418,484,Silva Ulises Vigil,M,40,514,1:08:23,01:46,154 / 619 / 755,08:12,6:30:30,17.21,138 / 523 / 611,04:20,4:41:26,10:44,112 / 352 / 422,12:32:51
90,420,486,Sanchez Jesus Diez,M,40,250,54:43,01:25,32 / 135 / 174,07:02,6:39:04,16.84,160 / 593 / 701,14:14,4:38:19,10:37,107 / 337 / 403,12:33:22
91,426,493,Hernández Rafael Campos,M,40,1325,54:44,01:25,33 / 136 / 175,07:49,6:29:44,17.24,136 / 515 / 602,07:40,4:54:18,11:13,140 / 448 / 546,12:34:15
92,427,494,Lince Roberto Martin Castro,M,40,1449,1:03:39,01:38,97 / 441 / 529,05:47,6:29:10,17.27,135 / 512 / 598,02:18,4:53:26,11:11,138 / 441 / 538,12:34:20
93,429,496,Stuart Simmons,M,40,1056,58:43,01:31,55 / 252 / 311,08:14,6:06:12,18.35,70 / 290 / 323,05:40,5:16:08,12:03,182 / 603 / 739,12:34:57
94,432,500,Anthony Peter Rodriguez,M,40,611,1:18:31,02:01,243 / 884 / 1129,05:03,6:27:08,17.36,127 / 493 / 573,03:12,4:41:58,10:45,114 / 357 / 427,12:35:52
95,433,501,Ty Hoffine,M,40,1573,1:05:50,01:42,123 / 531 / 640,08:35,6:11:46,18.08,90 / 353 / 394,07:11,5:02:42,11:33,158 / 512 / 628,12:36:04
96,435,504,CAMILO AMADO,M,40,895,57:55,01:29,49 / 218 / 267,05:51,6:20:27,17.66,109 / 433 / 497,04:28,5:07:59,11:45,169 / 551 / 675,12:36:40
97,439,509,Antonio Montealvo,M,40,78,1:05:24,01:41,119 / 518 / 623,15:29,6:23:35,17.52,119 / 461 / 534,10:27,4:42:47,10:47,118 / 367 / 437,12:37:42
98,445,517,Varea Roman Alvarez,M,40,542,58:35,01:31,54 / 245 / 304,08:43,6:42:18,16.7,169 / 618 / 733,05:22,4:44:16,10:51,122 / 378 / 451,12:39:14
99,450,525,Hugh Sean Kelly,M,40,604,1:14:23,01:55,211 / 794 / 1003,11:12,5:58:58,18.72,59 / 245 / 268,05:50,5:10:04,11:50,173 / 565 / 691,12:40:27
100,453,529,Jim Kagiliery,M,40,1621,1:07:05,01:44,135 / 566 / 686,07:05,6:07:36,18.28,79 / 311 / 345,03:20,5:16:35,12:05,183 / 609 / 747,12:41:41
101,455,531,Arriola Antonio Bueno,M,40,485,1:06:46,01:43,132 / 554 / 667,07:14,6:38:59,16.84,159 / 591 / 699,07:29,4:41:27,10:44,113 / 353 / 423,12:41:55
102,460,536,Meza Arturo Correa,M,40,501,1:08:08,01:45,149 / 611 / 745,09:53,6:45:42,16.56,175 / 634 / 754,08:32,4:30:22,10:19,85 / 276 / 327,12:42:37
103,462,538,Enterria Juan Angel Ortigosa,M,40,1440,1:05:05,01:41,117 / 505 / 607,08:07,6:37:49,16.89,154 / 583 / 685,06:06,4:45:42,10:54,128 / 387 / 465,12:42:49
104,470,549,Fehrs Miguel Federico Bravo,M,40,903,1:17:22,02:00,234 / 866 / 1100,12:47,7:09:27,15.65,230 / 814 / 977,04:01,4:01:21,09:12,35 / 110 / 126,12:44:58
105,478,561,Torres Ruben Flores,M,40,449,1:12:08,01:52,196 / 728 / 916,06:00,6:45:49,16.56,178 / 640 / 760,07:14,4:36:41,10:33,102 / 321 / 382,12:47:52
106,479,562,Alberto Pablo Mondragon,M,40,633,57:14,01:28,45 / 207 / 256,04:16,6:05:17,18.4,66 / 282 / 313,02:30,5:38:39,12:55,221 / 733 / 916,12:47:56
107,484,569,Eric Hunter,M,40,142,1:03:27,01:38,95 / 436 / 522,05:20,6:08:19,18.25,81 / 318 / 354,03:49,5:28:09,12:31,208 / 677 / 837,12:49:04
108,487,573,Francisco Reynoso,M,40,881,1:27:50,02:16,276 / 974 / 1259,09:10,6:32:21,17.13,142 / 538 / 629,03:18,4:36:56,10:34,103 / 323 / 386,12:49:35
109,488,574,Pavon Eric Roel,M,40,1274,1:12:50,01:53,199 / 753 / 946,05:24,5:54:21,18.96,51 / 198 / 215,05:29,5:31:33,12:39,215 / 701 / 872,12:49:37
110,489,575,Carlos Beckles,M,40,1628,1:01:12,01:35,77 / 348 / 423,11:31,6:46:24,16.54,180 / 644 / 767,07:25,4:43:05,10:48,119 / 371 / 442,12:49:37
111,498,584,Iñigo Castillo,M,40,307,1:00:13,01:33,72 / 314 / 385,08:54,6:23:28,17.52,118 / 460 / 532,06:54,5:11:56,11:54,175 / 576 / 704,12:51:25
112,500,587,Salazar Ignacio Monterrubio,M,40,1863,56:02,01:27,41 / 178 / 219,08:58,6:41:18,16.75,166 / 609 / 723,09:56,4:55:30,11:16,142 / 461 / 563,12:51:44
113,504,591,C Trevor Adis,M,40,1600,1:13:32,01:54,206 / 774 / 980,08:32,6:17:42,17.79,104 / 408 / 465,09:19,5:03:19,11:34,160 / 519 / 636,12:52:24
114,511,602,Plauchud Mauricio Jose Benitez,M,40,1925,57:07,01:28,44 / 201 / 249,05:56,6:21:13,17.63,113 / 438 / 504,06:47,5:23:13,12:20,198 / 644 / 798,12:54:16
115,513,606,Fonseca Jesus Murguiondo,M,40,1222,54:46,01:25,34 / 139 / 178,05:33,6:19:25,17.71,106 / 423 / 483,06:33,5:28:30,12:32,210 / 679 / 841,12:54:47
116,514,607,Bruce Morgan,M,40,883,1:25:58,02:13,271 / 964 / 1244,09:58,6:41:48,16.72,168 / 614 / 728,05:21,4:31:46,10:22,87 / 286 / 338,12:54:51
117,515,608,Ramirez Alejandro Regules,M,40,1296,1:06:49,01:43,133 / 555 / 668,07:42,6:22:45,17.56,116 / 453 / 524,05:13,5:12:34,11:55,176 / 581 / 711,12:55:03
118,516,609,Aguirre Antonio Velasco,M,40,1471,1:20:30,02:05,253 / 911 / 1166,07:23,5:52:47,19.05,46 / 181 / 196,03:38,5:30:51,12:37,214 / 696 / 865,12:55:09
119,521,619,Kevin Costa,M,40,1043,1:03:27,01:38,96 / 436 / 522,09:54,6:08:44,18.22,82 / 323 / 362,21:12,5:13:18,11:57,178 / 587 / 718,12:56:35
120,526,625,David Redfield,M,40,1839,1:11:48,01:51,195 / 722 / 905,10:48,6:34:31,17.03,148 / 558 / 655,07:11,4:54:11,11:13,139 / 446 / 544,12:58:29
121,531,632,James York,M,40,1675,1:11:27,01:51,193 / 717 / 898,06:17,6:22:22,17.57,115 / 449 / 517,04:19,5:14:51,12:01,180 / 597 / 731,12:59:16
122,535,643,Milan Sallaba,M,40,184,00:00,00:00,6 / 1 / 1,00:00,00:00,0,6 / 1 / 1,00:00,00:00,00:00,6 / 1 / 1,13:02:19
123,536,644,Cesar Kiamco,M,40,916,1:10:01,01:48,179 / 668 / 834,09:06,7:02:31,15.9,217 / 762 / 923,07:32,4:33:10,10:25,91 / 296 / 348,13:02:20
124,537,645,Jimenez Gustavo Lacanda,M,40,1913,1:14:22,01:55,210 / 793 / 1002,06:17,6:15:35,17.89,98 / 391 / 442,05:10,5:21:05,12:15,193 / 633 / 783,13:02:29
125,542,650,Ruiz Mario Quintero,M,40,1766,1:10:36,01:49,183 / 692 / 860,07:45,6:12:22,18.05,93 / 358 / 401,06:10,5:26:43,12:28,205 / 671 / 829,13:03:36
126,544,652,Quinzaños Miguel Angel Marquina,M,40,576,1:05:57,01:42,125 / 536 / 646,08:12,7:12:16,15.55,234 / 830 / 1000,02:56,4:34:47,10:29,99 / 311 / 368,13:04:08
127,546,654,John Philip Oxrider,M,40,620,1:08:21,01:46,153 / 617 / 753,06:14,6:36:03,16.97,151 / 568 / 668,05:28,5:08:32,11:46,172 / 555 / 680,13:04:38
128,549,658,Maurice Alejandro Rodriguez,M,40,123,1:10:26,01:49,182 / 685 / 852,08:04,6:13:34,17.99,94 / 373 / 419,07:53,5:25:27,12:25,204 / 665 / 822,13:05:24
129,550,659,Luca Caballero Adrian De,M,40,1767,53:08,01:22,28 / 110 / 143,05:40,6:06:47,18.32,76 / 302 / 336,05:53,5:54:14,13:31,242 / 801 / 1012,13:05:42
130,552,661,Mestas Francisco Lerin,M,40,1417,1:17:21,02:00,233 / 865 / 1099,06:02,6:55:09,16.19,197 / 711 / 850,09:00,4:39:01,10:38,108 / 341 / 407,13:06:33
131,553,662,Fantinato Marco Murari,M,40,1967,47:50,01:14,16 / 48 / 71,03:29,6:43:06,16.67,171 / 622 / 738,03:30,5:29:00,12:33,211 / 685 / 849,13:06:55
132,560,669,Sean Gassman,M,40,629,1:14:43,01:56,215 / 805 / 1016,04:54,6:19:46,17.7,107 / 427 / 488,04:18,5:25:03,12:24,202 / 659 / 816,13:08:44
133,575,688,Jim Schulenberg,M,40,742,1:08:37,01:46,158 / 625 / 765,05:50,6:23:24,17.53,117 / 459 / 531,05:29,5:30:46,12:37,213 / 695 / 864,13:14:06
134,578,692,Salazar Luis Emilio Monterrubio,M,40,1870,52:43,01:21,25 / 96 / 127,10:20,7:00:23,15.99,211 / 742 / 895,10:00,5:01:36,11:30,155 / 505 / 619,13:15:02
135,579,693,HOLGER MARTIN ERHARD,M,40,527,1:14:34,01:55,214 / 801 / 1012,06:30,6:35:46,16.98,150 / 565 / 664,07:22,5:10:55,11:52,174 / 568 / 695,13:15:07
136,582,696,Rio Gonzalez Jose Antonio Del,M,40,115,1:14:10,01:55,209 / 789 / 997,08:30,6:49:06,16.43,185 / 660 / 787,04:36,4:59:23,11:25,150 / 492 / 602,13:15:45
137,585,700,Martinez Otto Nudding,M,40,1927,1:31:31,02:22,281 / 991 / 1285,10:32,6:27:34,17.34,128 / 499 / 579,05:52,5:01:10,11:29,153 / 503 / 616,13:16:39
139,590,706,Serres Gabriel Acosta,M,40,48,1:11:46,01:51,194 / 721 / 904,12:19,6:52:52,16.28,193 / 691 / 825,06:31,4:54:30,11:14,141 / 450 / 548,13:17:58
140,597,715,Fernández Pablo Ferrara,M,40,1453,1:02:09,01:36,84 / 396 / 480,08:47,6:35:44,16.98,149 / 563 / 662,07:32,5:27:26,12:29,206 / 674 / 833,13:21:38
141,599,717,B Douglas Iannarelli,M,40,728,1:00:16,01:33,73 / 316 / 388,07:01,6:27:48,17.33,129 / 501 / 582,08:10,5:39:01,12:56,222 / 736 / 920,13:22:16
142,602,720,Norman Maly,M,40,1135,1:08:16,01:46,152 / 616 / 752,10:00,6:37:23,16.91,152 / 579 / 680,09:01,5:17:57,12:08,187 / 615 / 758,13:22:37
