A,G,O,Athelete,M/F,Age,Bib,Swim_Time,Swim_Pace,Swim_A_G_O,Time,Cycle_time,Cycle_speed,Cycle_a_g_o,Time_2,Run_time,Run_pace,Run_a_g_o,Final
43,234,278,EMILIO BATTAGLIA,M,42,1059,1:16:11,01:58,121 / 682 / 828,07:07,5:34:31,20.09,46 / 242 / 268,03:44,4:22:17,10:00,48 / 253 / 311,11:23:50
44,243,288,Jean Lacroix,M,44,1397,1:06:09,01:42,36 / 256 / 299,09:29,5:16:09,21.26,13 / 98 / 101,04:03,4:49:11,11:02,92 / 449 / 560,11:25:01
45,244,289,JAMES MCHATTIE,M,42,268,1:04:23,01:40,30 / 208 / 243,06:43,5:38:51,19.83,56 / 290 / 321,07:36,4:28:01,10:13,54 / 289 / 360,11:25:34
46,266,314,Doug Ross,M,41,969,1:09:34,01:48,72 / 417 / 485,04:23,5:25:38,20.64,29 / 173 / 186,02:25,4:48:52,11:01,91 / 443 / 554,11:30:52
47,271,320,David Hanley,M,40,1343,1:06:48,01:43,44 / 285 / 333,07:39,5:30:53,20.31,40 / 214 / 235,06:33,4:40:05,10:41,77 / 375 / 474,11:31:58
48,273,322,Fadi Mashnouk,M,41,2232,1:08:54,01:47,65 / 370 / 429,05:47,5:53:57,18.99,97 / 467 / 536,03:25,4:20:56,09:57,45 / 244 / 302,11:32:59
49,275,324,Paul Suter,M,44,2229,59:59,01:33,11 / 105 / 126,03:48,5:29:42,20.38,38 / 207 / 226,02:59,4:56:54,11:19,115 / 528 / 671,11:33:22
50,285,335,Ray Healy,M,40,1234,1:02:04,01:36,14 / 140 / 166,07:52,5:20:58,20.94,21 / 137 / 144,05:57,4:58:38,11:23,116 / 538 / 683,11:35:29
51,297,351,FUMITAKA HATANAKA,M,42,1859,1:25:47,02:13,211 / 1042 / 1310,09:13,5:57:02,18.82,104 / 511 / 584,08:29,3:59:11,09:07,21 / 123 / 150,11:39:42
52,301,357,Jean-philippe Leblanc,M,44,988,1:07:30,01:44,49 / 312 / 363,06:56,5:53:49,18.99,96 / 465 / 534,06:26,4:26:17,10:09,52 / 281 / 346,11:40:58
53,310,368,Stephen TAYLOR,M,40,546,1:01:36,01:35,13 / 132 / 158,03:07,5:15:18,21.31,11 / 92 / 94,01:47,5:21:43,12:16,155 / 717 / 911,11:43:31
54,312,370,Wayne Spaulding,M,41,1600,1:06:36,01:43,39 / 274 / 320,06:51,5:34:51,20.07,47 / 245 / 271,05:03,4:50:41,11:05,98 / 465 / 582,11:44:02
55,314,373,Dave Molthen,M,41,950,1:13:17,01:53,99 / 569 / 683,06:50,5:49:05,19.25,81 / 409 / 462,03:07,4:32:28,10:23,63 / 327 / 405,11:44:47
56,315,375,Bruce Cole,M,41,1177,1:11:26,01:50,84 / 483 / 573,07:53,5:26:30,20.58,32 / 181 / 194,05:49,4:53:34,11:12,107 / 493 / 623,11:45:12
57,322,383,Matt Whitis,M,44,1395,1:20:08,02:04,155 / 833 / 1030,05:31,5:43:02,19.59,64 / 329 / 370,03:35,4:34:14,10:28,69 / 340 / 425,11:46:30
58,324,385,Troy Cundari,M,44,1755,59:56,01:33,10 / 104 / 125,04:16,5:49:17,19.24,84 / 413 / 468,03:55,4:49:26,11:02,94 / 454 / 566,11:46:50
59,335,397,Ed Roshitsh,M,41,1274,1:20:39,02:05,159 / 852 / 1052,06:29,5:35:44,20.02,48 / 253 / 279,04:13,4:42:46,10:47,81 / 392 / 494,11:49:51
60,336,399,Joe Esposito,M,42,1972,1:07:19,01:44,47 / 299 / 349,05:50,5:27:30,20.52,35 / 189 / 204,04:12,5:05:13,11:38,128 / 589 / 745,11:50:04
61,341,404,John Chiaravalloti,M,44,1834,1:04:00,01:39,25 / 196 / 230,09:07,5:54:28,18.96,98 / 472 / 542,04:32,4:38:17,10:37,72 / 362 / 457,11:50:24
62,347,410,Alan Beckford,M,41,963,1:05:31,01:41,32 / 234 / 276,10:34,6:18:12,17.77,147 / 758 / 886,06:18,4:10:29,09:33,32 / 181 / 222,11:51:04
63,348,413,Steve Carter,M,42,1205,1:13:18,01:53,100 / 571 / 686,06:22,5:21:53,20.88,24 / 144 / 152,05:21,5:05:29,11:39,129 / 594 / 751,11:52:23
64,356,424,Raymond Jensen,M,41,526,1:05:57,01:42,34 / 250 / 293,06:35,6:01:44,18.58,112 / 560 / 644,07:09,4:32:47,10:24,64 / 330 / 409,11:54:12
65,358,428,TROY CONRAN,M,44,2222,1:08:14,01:46,58 / 338 / 393,06:47,6:01:59,18.56,113 / 567 / 651,07:00,4:31:07,10:20,60 / 316 / 393,11:55:07
66,360,430,PAUL CHAMBERLAIN,M,40,1795,1:05:52,01:42,33 / 246 / 289,06:10,5:35:55,20,49 / 255 / 282,05:31,5:02:06,11:31,121 / 564 / 713,11:55:34
67,374,449,Bret Strong,M,42,2054,1:08:41,01:46,61 / 352 / 410,05:09,5:43:24,19.57,65 / 333 / 374,06:50,4:53:54,11:13,110 / 500 / 633,11:57:58
68,375,450,Scott Casamassa,M,40,1778,1:20:56,02:05,163 / 864 / 1068,07:03,5:45:27,19.45,72 / 366 / 410,05:11,4:39:36,10:40,75 / 371 / 469,11:58:13
69,383,461,Robert Rieden,M,40,1501,1:11:19,01:50,82 / 474 / 563,10:06,6:10:13,18.15,133 / 661 / 758,06:37,4:23:01,10:02,50 / 260 / 319,12:01:16
70,393,474,Thomas Clime,M,40,789,1:16:05,01:58,119 / 676 / 821,06:28,5:27:50,20.5,36 / 193 / 208,05:50,5:08:46,11:47,134 / 624 / 786,12:04:59
71,396,477,Andy Palaniak,M,44,1665,1:13:03,01:53,97 / 559 / 672,08:51,5:46:27,19.4,74 / 378 / 425,06:32,4:51:53,11:08,102 / 478 / 600,12:06:46
72,397,478,Tim Grubb,M,41,1979,1:25:34,02:12,208 / 1035 / 1301,08:19,6:01:10,18.61,110 / 553 / 637,10:32,4:21:35,09:59,47 / 247 / 305,12:07:10
73,399,481,craig mcsavaney,M,41,339,1:07:42,01:45,53 / 322 / 375,06:22,5:54:48,18.94,100 / 479 / 551,05:44,4:52:51,11:10,105 / 487 / 615,12:07:27
74,402,487,Troy Potter,M,43,2048,1:12:55,01:53,95 / 551 / 664,07:56,5:53:46,19,95 / 464 / 533,06:11,4:47:51,10:59,88 / 431 / 540,12:08:39
75,405,490,Bill Rueger,M,41,133,1:06:49,01:43,45 / 286 / 334,06:52,5:47:19,19.35,75 / 387 / 436,04:11,5:03:52,11:35,126 / 578 / 730,12:09:03
76,406,492,Cam Mackenzie,M,40,641,1:07:42,01:45,54 / 322 / 375,03:49,5:47:43,19.33,77 / 394 / 444,01:54,5:08:07,11:45,132 / 619 / 781,12:09:15
77,416,505,Bruce Rauhe,M,43,1954,1:15:03,01:56,111 / 643 / 776,06:53,6:15:04,17.92,143 / 727 / 844,03:43,4:30:27,10:19,59 / 311 / 388,12:11:10
78,417,506,Ralph Rajs,M,42,1604,1:20:05,02:04,154 / 831 / 1027,10:20,6:02:03,18.56,114 / 568 / 652,08:51,4:29:59,10:18,58 / 307 / 384,12:11:18
79,428,520,Eric Simontis,M,42,191,1:11:27,01:51,85 / 486 / 577,06:38,5:54:48,18.94,101 / 479 / 551,04:35,4:56:54,11:19,114 / 528 / 671,12:14:22
80,430,526,Yoshitomo Mori,M,42,1320,1:13:10,01:53,98 / 564 / 677,12:08,5:56:42,18.84,103 / 508 / 581,04:16,4:49:40,11:03,95 / 457 / 569,12:15:56
81,438,539,Allen Curtis,M,44,855,1:21:05,02:05,166 / 873 / 1082,06:13,5:44:28,19.51,69 / 348 / 389,05:02,5:02:19,11:32,123 / 566 / 715,12:19:07
82,447,548,Stephen Brent,M,40,1208,57:05,01:28,4 / 59 / 71,05:05,5:50:54,19.15,86 / 431 / 490,03:55,5:23:43,12:21,159 / 730 / 929,12:20:42
84,453,556,Michael Leonard,M,41,1958,1:06:06,01:42,35 / 254 / 297,09:12,5:23:32,20.77,26 / 157 / 168,03:20,5:39:35,12:57,183 / 852 / 1089,12:21:45
85,455,558,ALEX SANDOVAL,M,40,1506,1:21:43,02:06,174 / 903 / 1118,06:56,6:07:58,18.26,128 / 637 / 729,06:31,4:38:40,10:38,73 / 366 / 461,12:21:48
86,457,560,Wayne Knowles,M,43,762,1:27:10,02:15,215 / 1082 / 1357,07:02,6:08:28,18.24,130 / 645 / 740,05:41,4:33:29,10:26,65 / 333 / 414,12:21:50
87,458,561,Barrett Wells,M,44,552,1:15:44,01:57,117 / 660 / 802,05:23,5:53:07,19.03,93 / 452 / 518,03:42,5:03:55,11:36,127 / 579 / 731,12:21:51
88,468,571,Russell Davis,M,43,1605,1:08:50,01:46,63 / 363 / 422,08:02,6:26:58,17.37,163 / 845 / 999,08:17,4:32:06,10:23,61 / 325 / 403,12:24:13
89,469,573,Paul Zetocha,M,44,173,1:18:24,02:01,138 / 764 / 941,07:41,5:43:50,19.54,67 / 339 / 380,03:30,5:11:12,11:52,137 / 642 / 809,12:24:37
90,483,591,Leland Frataccia,M,43,1180,1:25:15,02:12,206 / 1027 / 1288,09:01,6:07:31,18.28,126 / 629 / 721,05:38,4:41:36,10:44,80 / 384 / 484,12:29:01
91,489,599,Andrew Riemer,M,40,1120,1:30:50,02:21,223 / 1147 / 1442,08:41,6:08:15,18.25,129 / 642 / 735,06:19,4:36:10,10:32,70 / 350 / 440,12:30:15
92,515,627,Jeff Hanson,M,42,1587,1:17:51,02:00,134 / 744 / 915,08:19,6:13:06,18.01,137 / 699 / 810,05:52,4:49:13,11:02,93 / 450 / 561,12:34:21
93,531,647,Pascal Streit,M,40,878,1:12:36,01:52,92 / 534 / 641,08:28,6:12:46,18.03,136 / 692 / 801,11:56,4:51:40,11:07,100 / 473 / 595,12:37:26
94,542,661,Dick Gunstone,M,40,1398,1:09:41,01:48,73 / 423 / 495,09:16,6:28:32,17.3,166 / 864 / 1022,07:22,4:44:41,10:51,82 / 406 / 510,12:39:32
95,549,669,Michael Monahan,M,43,2186,1:08:48,01:46,62 / 360 / 419,08:33,5:54:37,18.95,99 / 476 / 547,04:46,5:23:44,12:21,160 / 731 / 930,12:40:28
96,550,670,Ernesto Paredes,M,40,1835,1:19:02,02:02,146 / 801 / 987,09:11,6:15:07,17.91,144 / 728 / 846,04:50,4:52:23,11:09,103 / 483 / 608,12:40:33
97,559,684,DAVID RICHMAN,M,43,2075,1:02:51,01:37,19 / 163 / 195,06:04,6:17:48,17.79,146 / 755 / 883,04:49,5:12:03,11:54,138 / 647 / 816,12:43:35
98,560,685,Rick Sterzer,M,40,776,1:03:47,01:39,23 / 189 / 223,08:20,6:13:44,17.98,140 / 705 / 818,04:57,5:12:58,11:56,143 / 658 / 831,12:43:46
99,566,691,Troy Monges,M,43,1671,1:12:11,01:52,90 / 520 / 624,05:31,6:01:38,18.58,111 / 559 / 643,12:45,5:12:40,11:56,140 / 654 / 825,12:44:45
100,567,692,Christian Broadwell,M,40,1502,1:24:20,02:11,192 / 980 / 1232,06:21,5:50:13,19.19,85 / 426 / 482,07:37,5:16:37,12:05,149 / 678 / 859,12:45:08
101,581,713,Jay German,M,43,978,1:18:01,02:01,136 / 752 / 925,15:32,5:50:55,19.15,87 / 433 / 492,11:15,5:13:05,11:56,144 / 659 / 833,12:48:48
102,588,720,Mark Mackenzie,M,43,172,1:17:27,02:00,132 / 731 / 895,10:41,6:04:16,18.45,119 / 596 / 681,09:14,5:08:10,11:45,133 / 622 / 784,12:49:48
103,594,727,David Trissel,M,41,1751,1:16:55,01:59,127 / 716 / 875,12:37,6:27:32,17.34,165 / 855 / 1010,12:32,4:41:08,10:43,78 / 382 / 481,12:50:44
104,597,730,Giorgio Alessi,M,40,2155,1:33:47,02:25,237 / 1195 / 1510,09:06,6:11:19,18.1,135 / 673 / 776,08:28,4:48:29,11:00,90 / 438 / 548,12:51:09
105,607,740,Kevin Stadnyk,M,44,376,1:25:00,02:12,203 / 1015 / 1273,07:26,5:47:19,19.35,76 / 387 / 436,03:29,5:29:39,12:34,170 / 783 / 998,12:52:53
106,615,749,Robert Moody,M,43,634,1:24:31,02:11,197 / 997 / 1251,08:52,6:15:03,17.92,142 / 726 / 843,05:37,4:59:38,11:26,119 / 543 / 690,12:53:41
107,619,754,Stephen Albright,M,41,894,1:15:32,01:57,116 / 654 / 795,10:55,6:46:51,16.52,207 / 1032 / 1263,06:57,4:33:59,10:27,67 / 339 / 422,12:54:14
108,627,763,Joseph Frazetta,M,42,230,1:23:49,02:10,187 / 960 / 1204,05:51,5:51:40,19.11,89 / 442 / 503,07:36,5:26:58,12:28,165 / 761 / 968,12:55:54
109,634,770,Lynne Hewett,M,41,1321,1:18:32,02:02,140 / 767 / 946,07:50,6:22:24,17.57,159 / 802 / 942,05:38,5:02:15,11:32,122 / 565 / 714,12:56:39
110,636,772,Jaymee Carey,M,44,354,1:07:56,01:45,57 / 330 / 384,10:32,5:53:36,19,94 / 459 / 528,11:10,5:34:11,12:45,178 / 818 / 1043,12:57:25
111,639,776,Paul Queyrouze,M,40,1137,1:33:15,02:24,235 / 1188 / 1498,11:37,5:47:48,19.32,78 / 396 / 447,12:17,5:13:31,11:57,145 / 663 / 837,12:58:28
112,643,781,Gilbert Amthor,M,44,1638,1:04:18,01:39,28 / 207 / 241,06:00,5:46:21,19.4,73 / 376 / 423,08:23,5:54:38,13:32,200 / 975 / 1242,12:59:40
113,646,785,Steven Carney,M,40,1514,1:16:02,01:58,118 / 673 / 818,05:26,5:51:47,19.1,91 / 444 / 505,03:40,5:43:48,13:07,188 / 878 / 1120,13:00:43
114,651,790,Giorgio Codutti,M,44,1718,1:24:11,02:10,189 / 972 / 1222,08:05,5:51:44,19.11,90 / 443 / 504,06:39,5:30:54,12:37,173 / 796 / 1015,13:01:33
115,658,802,Private,M,40,186,1:17:33,02:00,133 / 735 / 900,14:19,6:37:26,16.91,185 / 938 / 1132,14:36,4:39:36,10:40,74 / 371 / 469,13:03:30
116,663,808,Laurence Kaye,M,44,2110,1:17:12,01:59,130 / 723 / 885,10:40,6:26:49,17.37,162 / 842 / 996,08:27,5:01:36,11:30,120 / 556 / 705,13:04:44
117,668,815,Jake Dominy,M,41,1513,1:32:19,02:23,228 / 1166 / 1468,11:43,6:18:37,17.75,149 / 761 / 891,06:48,4:56:10,11:18,113 / 519 / 660,13:05:37
118,676,825,Markus Kleber,M,44,314,1:11:11,01:50,79 / 466 / 554,10:05,6:48:50,16.44,211 / 1047 / 1284,06:31,4:51:07,11:06,99 / 468 / 587,13:07:44
119,680,832,Jorge Mora Constantino,M,44,1045,1:19:18,02:03,148 / 810 / 1000,07:05,6:29:55,17.23,169 / 878 / 1038,06:18,5:06:39,11:42,131 / 604 / 763,13:09:15
120,688,844,John Merlino,M,41,992,1:35:27,02:28,244 / 1215 / 1546,09:53,6:32:07,17.14,172 / 894 / 1064,07:30,4:47:05,10:57,86 / 421 / 529,13:12:02
121,701,860,Chris S Moorman,M,42,240,1:13:44,01:54,102 / 592 / 710,10:47,6:16:27,17.85,145 / 747 / 872,08:46,5:24:31,12:23,162 / 741 / 942,13:14:15
122,715,877,SCOTT SCHRAML,M,40,88,1:41:42,02:38,259 / 1283 / 1632,07:15,6:02:22,18.54,115 / 574 / 658,06:22,5:19:17,12:11,151 / 696 / 883,13:16:58
123,716,878,Scott Skelton,M,40,967,1:03:49,01:39,24 / 191 / 225,04:09,5:38:26,19.86,55 / 286 / 317,04:02,6:26:53,14:46,240 / 1150 / 1477,13:17:19
124,717,879,Jude Kirik,M,44,1099,1:33:12,02:24,234 / 1187 / 1497,13:03,6:23:57,17.5,161 / 824 / 970,13:37,4:53:42,11:12,108 / 496 / 627,13:17:31
125,727,889,Michael Jones,M,40,2093,1:16:47,01:59,126 / 710 / 868,07:07,7:00:19,15.99,231 / 1142 / 1412,07:56,4:46:52,10:56,84 / 417 / 524,13:19:01
126,736,900,Clark Poulsen,M,43,857,1:38:50,02:33,249 / 1250 / 1588,12:06,7:02:53,15.89,234 / 1160 / 1437,10:13,4:15:52,09:45,36 / 206 / 256,13:19:54
127,738,902,WILLIAM PETERSON,M,41,1110,1:28:40,02:17,219 / 1107 / 1387,18:31,6:19:02,17.73,151 / 765 / 896,10:34,5:03:18,11:34,124 / 574 / 724,13:20:05
128,744,910,Bruce Morgan,M,40,299,1:35:41,02:28,245 / 1219 / 1551,12:17,6:33:15,17.09,174 / 906 / 1079,08:27,4:51:45,11:08,101 / 474 / 596,13:21:25
129,760,926,SHERMAN ATKINSON,M,40,182,1:12:53,01:53,94 / 548 / 661,06:41,6:31:19,17.17,171 / 890 / 1060,06:23,5:26:41,12:28,164 / 758 / 965,13:23:57
130,763,930,Jeffrey Dyer,M,40,933,59:33,01:32,9 / 97 / 117,07:16,5:58:01,18.77,107 / 521 / 597,08:22,6:10:52,14:09,221 / 1069 / 1372,13:24:04
131,771,940,Steve Hall,M,40,167,1:17:22,02:00,131 / 728 / 892,09:11,6:04:06,18.46,118 / 592 / 677,13:09,5:42:08,13:03,186 / 867 / 1108,13:25:56
132,792,967,Robert Hockley,M,40,1597,1:08:58,01:47,66 / 379 / 439,10:40,6:04:18,18.45,120 / 597 / 682,07:00,6:01:16,13:47,208 / 1012 / 1300,13:32:12
133,796,971,Roman Kepczyk,M,44,1523,1:13:44,01:54,103 / 592 / 710,12:54,6:09:32,18.19,132 / 658 / 755,11:54,5:44:49,13:09,191 / 889 / 1134,13:32:53
134,797,972,Timothy Mccarthy,M,44,825,1:17:02,01:59,128 / 721 / 881,09:05,6:43:49,16.64,199 / 1001 / 1221,08:06,5:14:58,12:01,146 / 670 / 846,13:33:00
135,801,976,Dave West,M,40,1881,1:06:46,01:43,43 / 284 / 331,10:15,6:33:42,17.07,177 / 911 / 1085,07:44,5:35:31,12:48,180 / 828 / 1057,13:33:58
136,804,979,Jim Frondorf,M,44,92,1:39:24,02:34,252 / 1257 / 1597,12:39,6:02:43,18.53,117 / 579 / 664,11:13,5:28:07,12:31,167 / 771 / 984,13:34:06
137,809,990,Gregg Clark,M,41,802,1:25:35,02:12,209 / 1037 / 1303,09:31,6:27:19,17.35,164 / 850 / 1005,08:18,5:25:03,12:24,163 / 743 / 945,13:35:46
138,815,998,Robert Steiner,M,41,2238,1:07:15,01:44,46 / 296 / 345,08:15,5:58:55,18.72,108 / 531 / 607,06:32,6:16:23,14:21,228 / 1103 / 1410,13:37:20
139,828,1015,Richard Clark,M,42,1339,1:29:29,02:19,221 / 1123 / 1406,07:33,6:18:51,17.74,150 / 764 / 895,06:26,5:37:44,12:53,181 / 842 / 1076,13:40:03
140,831,1018,Ken Wiseman,M,43,1326,1:08:27,01:46,59 / 344 / 399,10:26,6:07:43,18.27,127 / 634 / 726,10:58,6:02:47,13:50,209 / 1019 / 1307,13:40:21
141,839,1030,Julio Coppo,M,42,1895,1:18:56,02:02,144 / 796 / 981,10:44,6:35:31,16.99,182 / 925 / 1107,14:40,5:22:04,12:17,157 / 723 / 917,13:41:55
142,841,1032,Michael Johncock,M,42,880,1:26:26,02:14,214 / 1063 / 1336,11:02,6:32:24,17.13,173 / 897 / 1067,10:26,5:21:49,12:16,156 / 719 / 913,13:42:07
143,862,1059,Travis Self,M,41,321,1:09:17,01:47,71 / 400 / 464,06:36,5:56:22,18.86,102 / 503 / 576,05:36,6:28:30,14:49,244 / 1160 / 1490,13:46:21
144,871,1071,Andy Keeler,M,40,1580,1:34:11,02:26,239 / 1200 / 1517,10:01,6:20:18,17.67,155 / 777 / 913,05:00,5:38:26,12:55,182 / 847 / 1082,13:47:56
