A,G,O,Athelete,M/F,Age,Bib,Swim_Time,Swim_Pace,Swim_A_G_O,Time,Cycle_time,Cycle_speed,Cycle_a_g_o,Time_2,Run_time,Run_pace,Run_a_g_o,Final
9,84,91,David Barber,M,43,84,1:12:16,01:52,26 / 202 / 221,5:23:38,20.76,7 / 73 / 75,3:57:25,09:03,11 / 94 / 107,10:33:19,
                    
                   
                ,
